Au(110),,Au(111),,Au(100),
E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2)
-0.1933,-0.00241,-0.19325,-7.84E-04,-0.2831,-0.00228
-0.1943,-0.00234,-0.19423,-7.84E-04,-0.28411,-0.00232
-0.19528,-0.00235,-0.19525,-7.92E-04,-0.28507,-0.00234
-0.19628,-0.00238,-0.19624,-7.91E-04,-0.28608,-0.00247
-0.19729,-0.00238,-0.19727,-8.90E-04,-0.28707,-0.00249
-0.19829,-0.00238,-0.19822,-7.12E-04,-0.2881,-0.00242
-0.1993,-0.00239,-0.19926,-8.39E-04,-0.28911,-0.00249
-0.20031,-0.00239,-0.20025,-7.59E-04,-0.29008,-0.00256
-0.20129,-0.00239,-0.20124,-8.05E-04,-0.29109,-0.00258
-0.2023,-0.0024,-0.20225,-7.71E-04,-0.29209,-0.00267
-0.20329,-0.00241,-0.20326,-7.99E-04,-0.2931,-0.00275
-0.20429,-0.00241,-0.20427,-7.85E-04,-0.29409,-0.00275
-0.20529,-0.00242,-0.20525,-7.93E-04,-0.29507,-0.00266
-0.20628,-0.00242,-0.20623,-7.78E-04,-0.2961,-0.0027
-0.20729,-0.00244,-0.20727,-8.06E-04,-0.29708,-0.00272
-0.20829,-0.00247,-0.20825,-7.94E-04,-0.29807,-0.00284
-0.20929,-0.00245,-0.20926,-7.92E-04,-0.29907,-0.0029
-0.21029,-0.00247,-0.21022,-7.94E-04,-0.30006,-0.00299
-0.21128,-0.00249,-0.21123,-8.00E-04,-0.30108,-0.00303
-0.21227,-0.00248,-0.21224,-8.07E-04,-0.30209,-0.00301
-0.21328,-0.0025,-0.21325,-7.80E-04,-0.30307,-0.00301
-0.21427,-0.0025,-0.21424,-8.05E-04,-0.30411,-0.00309
-0.21527,-0.00251,-0.21525,-7.90E-04,-0.30508,-0.00308
-0.21628,-0.00251,-0.21626,-8.06E-04,-0.30609,-0.00314
-0.21728,-0.00254,-0.21724,-7.90E-04,-0.30708,-0.0032
-0.21829,-0.00258,-0.21825,-8.00E-04,-0.30808,-0.00337
-0.21928,-0.00259,-0.21924,-7.88E-04,-0.30909,-0.00334
-0.22027,-0.00258,-0.22025,-8.07E-04,-0.3101,-0.00334
-0.22126,-0.00262,-0.22125,-7.96E-04,-0.3111,-0.0034
-0.22229,-0.00264,-0.22224,-8.12E-04,-0.3121,-0.00342
-0.22328,-0.00263,-0.22325,-8.02E-04,-0.31309,-0.00342
-0.22428,-0.00265,-0.22425,-8.10E-04,-0.31409,-0.00345
-0.22529,-0.00267,-0.22526,-7.96E-04,-0.31508,-0.00352
-0.22628,-0.00267,-0.22624,-8.10E-04,-0.3161,-0.00357
-0.22728,-0.00267,-0.22728,-7.92E-04,-0.3171,-0.00361
-0.2283,-0.00269,-0.22826,-8.26E-04,-0.3181,-0.00362
-0.22928,-0.00271,-0.22925,-8.02E-04,-0.31909,-0.0037
-0.23028,-0.00274,-0.23024,-8.15E-04,-0.32009,-0.00378
-0.23127,-0.00275,-0.23126,-8.05E-04,-0.32109,-0.00382
-0.23228,-0.00281,-0.23225,-8.16E-04,-0.3221,-0.004
-0.23328,-0.00283,-0.23325,-8.14E-04,-0.3231,-0.00401
-0.23427,-0.00285,-0.23426,-8.09E-04,-0.3241,-0.00403
-0.23528,-0.00287,-0.23526,-8.25E-04,-0.32509,-0.0041
-0.23628,-0.00292,-0.23624,-8.08E-04,-0.32611,-0.00412
-0.23729,-0.00291,-0.23725,-8.30E-04,-0.32711,-0.0042
-0.2383,-0.00293,-0.23828,-8.13E-04,-0.32809,-0.00431
-0.23928,-0.00296,-0.23927,-8.22E-04,-0.3291,-0.00435
-0.24029,-0.00299,-0.24025,-8.14E-04,-0.3301,-0.00449
-0.24128,-0.00297,-0.24126,-8.39E-04,-0.33112,-0.00452
-0.24231,-0.00299,-0.24226,-8.11E-04,-0.33209,-0.00454
-0.24331,-0.00302,-0.24328,-8.41E-04,-0.33311,-0.00464
-0.24427,-0.00303,-0.24425,-8.30E-04,-0.3341,-0.0047
-0.24528,-0.00304,-0.24525,-8.44E-04,-0.33509,-0.00472
-0.24629,-0.00307,-0.24625,-8.23E-04,-0.3361,-0.00479
-0.2473,-0.00311,-0.24724,-8.47E-04,-0.3371,-0.00489
-0.24827,-0.00314,-0.24826,-8.37E-04,-0.33807,-0.00494
-0.2493,-0.00317,-0.24922,-8.45E-04,-0.33908,-0.00508
-0.25029,-0.0032,-0.25024,-8.52E-04,-0.34009,-0.00514
-0.25129,-0.00323,-0.25126,-8.37E-04,-0.34109,-0.00519
-0.2523,-0.00324,-0.25225,-8.44E-04,-0.34209,-0.00524
-0.25329,-0.00327,-0.25325,-8.54E-04,-0.34308,-0.00534
-0.25429,-0.0033,-0.25425,-8.55E-04,-0.34409,-0.00538
-0.25528,-0.00331,-0.25523,-8.58E-04,-0.34507,-0.00542
-0.25628,-0.00333,-0.25626,-8.67E-04,-0.34609,-0.00554
-0.25728,-0.00337,-0.25725,-8.65E-04,-0.34708,-0.0056
-0.25827,-0.0034,-0.25826,-8.93E-04,-0.34806,-0.00563
-0.25929,-0.00341,-0.25923,-8.56E-04,-0.34908,-0.00575
-0.26028,-0.0035,-0.26025,-9.00E-04,-0.35009,-0.00589
-0.26129,-0.00347,-0.26122,-8.61E-04,-0.35107,-0.0059
-0.26229,-0.0035,-0.26224,-9.38E-04,-0.35208,-0.00611
-0.2633,-0.00354,-0.26324,-8.74E-04,-0.35308,-0.00611
-0.2643,-0.00356,-0.26424,-9.22E-04,-0.35407,-0.00617
-0.2653,-0.00361,-0.26523,-8.94E-04,-0.35507,-0.00622
-0.2663,-0.00361,-0.26623,-9.32E-04,-0.35607,-0.00639
-0.26726,-0.00364,-0.26727,-9.01E-04,-0.35708,-0.00649
-0.26827,-0.0037,-0.26824,-9.29E-04,-0.35806,-0.00648
-0.26927,-0.00373,-0.26924,-9.12E-04,-0.35908,-0.00654
-0.27026,-0.00374,-0.27025,-9.38E-04,-0.36006,-0.00664
-0.27128,-0.00379,-0.27125,-9.35E-04,-0.36108,-0.00672
-0.27229,-0.00384,-0.27223,-9.44E-04,-0.36208,-0.00677
-0.2733,-0.00387,-0.27325,-9.47E-04,-0.36309,-0.00682
-0.27427,-0.00391,-0.27425,-9.58E-04,-0.36409,-0.00686
-0.27528,-0.00406,-0.27523,-9.57E-04,-0.36508,-0.00696
-0.27629,-0.00408,-0.27626,-9.61E-04,-0.36608,-0.00709
-0.27729,-0.00412,-0.27725,-9.71E-04,-0.36709,-0.00708
-0.27828,-0.00415,-0.27823,-9.82E-04,-0.36808,-0.00716
-0.27928,-0.0042,-0.27924,-9.91E-04,-0.36906,-0.00723
-0.28028,-0.00424,-0.28024,-1.00E-03,-0.37007,-0.00729
-0.28128,-0.00428,-0.28125,-0.00101,-0.37107,-0.00735
-0.28229,-0.00431,-0.28225,-0.00102,-0.37207,-0.00742
-0.28328,-0.00436,-0.28324,-0.00103,-0.37306,-0.00751
-0.28427,-0.00441,-0.28422,-0.00105,-0.37405,-0.00754
-0.28527,-0.00445,-0.28522,-0.00105,-0.37509,-0.00759
-0.28628,-0.00451,-0.28625,-0.00107,-0.37607,-0.00765
-0.28727,-0.00455,-0.28723,-0.00108,-0.37707,-0.00773
-0.28827,-0.00464,-0.28823,-0.00109,-0.37807,-0.00785
-0.28926,-0.00468,-0.28922,-0.0011,-0.37906,-0.00794
-0.29028,-0.00473,-0.29023,-0.00112,-0.38006,-0.00797
-0.29128,-0.00492,-0.29124,-0.00114,-0.38109,-0.0081
-0.29227,-0.00481,-0.29225,-0.00115,-0.38208,-0.00813
-0.29326,-0.0049,-0.29322,-0.00116,-0.38307,-0.00824
-0.29426,-0.00496,-0.29423,-0.00118,-0.38408,-0.00837
-0.29528,-0.00501,-0.29523,-0.0012,-0.38508,-0.00841
-0.29628,-0.00506,-0.29623,-0.00121,-0.38608,-0.0085
-0.29727,-0.00515,-0.29723,-0.00123,-0.38707,-0.00853
-0.29826,-0.00521,-0.29821,-0.00126,-0.38807,-0.00859
-0.29927,-0.00527,-0.29923,-0.00128,-0.38907,-0.00867
-0.30029,-0.00535,-0.30024,-0.0013,-0.39009,-0.00875
-0.30129,-0.0054,-0.30123,-0.0013,-0.39107,-0.00886
-0.30229,-0.0055,-0.30221,-0.00135,-0.39207,-0.00896
-0.30328,-0.00557,-0.30321,-0.00135,-0.39308,-0.00908
-0.30429,-0.00565,-0.30422,-0.00138,-0.39408,-0.00924
-0.30529,-0.0057,-0.30524,-0.0014,-0.39508,-0.00934
-0.30628,-0.00577,-0.30622,-0.00153,-0.39607,-0.00945
-0.30728,-0.00586,-0.30724,-0.00137,-0.39704,-0.00957
-0.30827,-0.00594,-0.30823,-0.00153,-0.39808,-0.0096
-0.30927,-0.00602,-0.30923,-0.00146,-0.39907,-0.00972
-0.31029,-0.00611,-0.31023,-0.00154,-0.40008,-0.00987
-0.31129,-0.00617,-0.31122,-0.00153,-0.40108,-0.00993
-0.31228,-0.0064,-0.3122,-0.00159,-0.40207,-0.01002
-0.31327,-0.00636,-0.31323,-0.00159,-0.40308,-0.01007
-0.31426,-0.00644,-0.3142,-0.00164,-0.40406,-0.01017
-0.31529,-0.00654,-0.31523,-0.00166,-0.40507,-0.01025
-0.31626,-0.00663,-0.31621,-0.00169,-0.40609,-0.01034
-0.31726,-0.00672,-0.31722,-0.00174,-0.40707,-0.0105
-0.31827,-0.00683,-0.31822,-0.00175,-0.40805,-0.01064
-0.31927,-0.00691,-0.31921,-0.00179,-0.40907,-0.01074
-0.32028,-0.00702,-0.32022,-0.00182,-0.41008,-0.0109
-0.32127,-0.00711,-0.32271,-0.00187,-0.41103,-0.01092
-0.32226,-0.00722,-0.32373,-0.00194,-0.41198,-0.01095
-0.32327,-0.00733,-0.32473,-0.00197,-0.41297,-0.0111
-0.32427,-0.00744,-0.32575,-0.002,-0.41398,-0.01128
-0.32528,-0.00767,-0.32672,-0.00204,-0.41497,-0.01143
-0.32627,-0.00766,-0.32773,-0.00207,-0.41597,-0.01159
-0.32727,-0.00779,-0.32874,-0.00211,-0.417,-0.01167
-0.32828,-0.00794,-0.32971,-0.00215,-0.41799,-0.01178
-0.32929,-0.00806,-0.33073,-0.00219,-0.41899,-0.01196
-0.33027,-0.00818,-0.33174,-0.00223,-0.42002,-0.01214
-0.33129,-0.0083,-0.33272,-0.00226,-0.421,-0.0122
-0.33228,-0.00844,-0.33372,-0.0023,-0.42198,-0.01256
-0.33329,-0.00857,-0.33473,-0.00235,-0.42299,-0.01275
-0.33429,-0.00871,-0.33574,-0.00237,-0.42401,-0.01296
-0.33528,-0.00885,-0.33674,-0.00243,-0.425,-0.01308
-0.3363,-0.00906,-0.33774,-0.00246,-0.42594,-0.01336
-0.3373,-0.00919,-0.33873,-0.00251,-0.42688,-0.01338
-0.3383,-0.00933,-0.33975,-0.00264,-0.42782,-0.01352
-0.33933,-0.00948,-0.34075,-0.00259,-0.42884,-0.01369
-0.34033,-0.00964,-0.34175,-0.00263,-0.42984,-0.01389
-0.34129,-0.0098,-0.34274,-0.00268,-0.43082,-0.01402
-0.3423,-0.00996,-0.34375,-0.00273,-0.43182,-0.01413
-0.34331,-0.01029,-0.34474,-0.00278,-0.43282,-0.01421
-0.34434,-0.0103,-0.34573,-0.00282,-0.43382,-0.01436
-0.34533,-0.0105,-0.34673,-0.00285,-0.43485,-0.01454
-0.34635,-0.01069,-0.34777,-0.00291,-0.43583,-0.01459
-0.34735,-0.0109,-0.34875,-0.00295,-0.43682,-0.01476
-0.34833,-0.01109,-0.34976,-0.00301,-0.43784,-0.01483
-0.34934,-0.01129,-0.35077,-0.00307,-0.43881,-0.01496
-0.35035,-0.0116,-0.3518,-0.00312,-0.43984,-0.01507
-0.35134,-0.01173,-0.35278,-0.00317,-0.44084,-0.01522
-0.35236,-0.01192,-0.35381,-0.00324,-0.44185,-0.01537
-0.35337,-0.01214,-0.35478,-0.00328,-0.44283,-0.01548
-0.35437,-0.01235,-0.35578,-0.00342,-0.44384,-0.01572
-0.35536,-0.01259,-0.35678,-0.0034,-0.44485,-0.01581
-0.35636,-0.01291,-0.35779,-0.00344,-0.44587,-0.01595
-0.35737,-0.01308,-0.35877,-0.0035,-0.44686,-0.01613
-0.35839,-0.01333,-0.3598,-0.00355,-0.44784,-0.01633
-0.35937,-0.01359,-0.3608,-0.00361,-0.44887,-0.01649
-0.36038,-0.01397,-0.36179,-0.00366,-0.44985,-0.01668
-0.36138,-0.01413,-0.36279,-0.00373,-0.45079,-0.01676
-0.36239,-0.01444,-0.36379,-0.00379,-0.45175,-0.01698
-0.3634,-0.01471,-0.3648,-0.00384,-0.45275,-0.0171
-0.36439,-0.015,-0.36578,-0.0039,-0.45376,-0.01731
-0.36539,-0.01537,-0.36678,-0.00396,-0.45474,-0.01751
-0.36639,-0.01562,-0.3678,-0.00402,-0.45574,-0.01773
-0.36737,-0.01592,-0.36882,-0.00414,-0.45674,-0.01799
-0.36841,-0.01627,-0.36983,-0.00416,-0.45777,-0.0181
-0.3694,-0.01676,-0.37081,-0.00422,-0.45949,-0.01843
-0.3704,-0.01693,-0.37184,-0.00428,-0.46123,-0.01879
-0.37141,-0.0173,-0.37283,-0.00434,-0.46224,-0.019
-0.3724,-0.0177,-0.37383,-0.00441,-0.46326,-0.01932
-0.37343,-0.01821,-0.37484,-0.00449,-0.46425,-0.01942
-0.37441,-0.01846,-0.37583,-0.00456,-0.46524,-0.01967
-0.37542,-0.0189,-0.37684,-0.00465,-0.46627,-0.01989
-0.37643,-0.01944,-0.37785,-0.00473,-0.46727,-0.02011
-0.37745,-0.01974,-0.37885,-0.0048,-0.46821,-0.02048
-0.37919,-0.02061,-0.37986,-0.00492,-0.46915,-0.02062
-0.38094,-0.02143,-0.38088,-0.00494,-0.47016,-0.02088
-0.38194,-0.0219,-0.38189,-0.005,-0.47116,-0.0211
-0.38298,-0.02255,-0.38289,-0.00508,-0.47217,-0.02132
-0.38395,-0.02301,-0.38389,-0.00516,-0.47315,-0.02166
-0.38497,-0.02356,-0.38488,-0.00523,-0.47408,-0.02184
-0.38596,-0.0241,-0.3859,-0.00532,-0.47509,-0.02212
-0.38696,-0.02466,-0.3869,-0.0054,-0.4761,-0.02237
-0.38798,-0.02536,-0.38788,-0.00546,-0.47709,-0.02277
-0.38899,-0.02588,-0.38889,-0.00553,-0.47807,-0.02302
-0.38998,-0.02665,-0.38988,-0.00559,-0.47909,-0.02326
-0.39101,-0.02718,-0.39088,-0.00571,-0.48011,-0.02358
-0.392,-0.02789,-0.39187,-0.00581,-0.48111,-0.02402
-0.39301,-0.02847,-0.39289,-0.0059,-0.48212,-0.02423
-0.39401,-0.0293,-0.39389,-0.00602,-0.48313,-0.02456
-0.39503,-0.02992,-0.3949,-0.00602,-0.48411,-0.02489
-0.39602,-0.03074,-0.39587,-0.00608,-0.48506,-0.02534
-0.39704,-0.03142,-0.39691,-0.00615,-0.48603,-0.02557
-0.39805,-0.03235,-0.39789,-0.00625,-0.48702,-0.02588
-0.39905,-0.03308,-0.3989,-0.0063,-0.488,-0.02636
-0.40006,-0.03388,-0.39988,-0.00641,-0.48895,-0.02663
-0.40106,-0.03486,-0.4009,-0.00649,-0.48995,-0.02695
-0.40206,-0.03558,-0.40189,-0.00659,-0.49094,-0.02729
-0.40307,-0.03656,-0.40289,-0.00666,-0.4919,-0.02775
-0.40409,-0.03751,-0.40389,-0.00675,-0.49284,-0.02803
-0.4051,-0.03837,-0.40491,-0.00681,-0.49384,-0.02837
-0.40611,-0.03941,-0.40589,-0.00694,-0.49478,-0.02881
-0.40713,-0.04037,-0.40688,-0.00705,-0.49575,-0.0292
-0.40814,-0.04146,-0.4079,-0.00721,-0.49675,-0.02955
-0.40913,-0.04241,-0.4089,-0.00725,-0.49774,-0.02995
-0.41015,-0.04353,-0.4099,-0.00735,-0.49875,-0.03048
-0.41114,-0.04452,-0.4109,-0.00745,-0.49975,-0.0308
-0.41214,-0.04568,-0.41192,-0.00755,-0.50075,-0.0311
-0.41316,-0.04691,-0.41291,-0.00764,-0.50175,-0.03169
-0.41416,-0.04805,-0.41391,-0.00774,-0.50273,-0.03204
-0.41517,-0.04936,-0.4149,-0.00784,-0.50374,-0.03243
-0.41616,-0.05043,-0.41592,-0.00794,-0.50475,-0.03295
-0.41716,-0.05168,-0.4169,-0.00805,-0.50577,-0.0333
-0.41817,-0.05303,-0.41791,-0.00814,-0.50675,-0.03379
-0.41918,-0.05437,-0.4189,-0.00825,-0.50775,-0.03415
-0.42019,-0.05578,-0.41992,-0.00842,-0.50874,-0.03469
-0.4212,-0.05704,-0.42092,-0.00849,-0.50975,-0.03513
-0.42218,-0.05857,-0.42192,-0.0086,-0.51077,-0.03569
-0.4232,-0.06005,-0.42294,-0.00871,-0.51177,-0.03617
-0.4242,-0.06144,-0.42391,-0.00883,-0.51276,-0.03652
-0.42521,-0.06291,-0.42492,-0.00907,-0.51377,-0.03717
-0.4262,-0.0645,-0.42593,-0.00916,-0.51477,-0.03763
-0.42722,-0.0661,-0.42695,-0.00935,-0.51578,-0.03803
-0.42822,-0.06757,-0.42795,-0.00935,-0.51678,-0.03864
-0.42924,-0.06933,-0.42892,-0.00952,-0.51777,-0.0391
-0.43024,-0.07106,-0.42994,-0.00963,-0.51872,-0.03968
-0.43126,-0.07276,-0.43095,-0.00982,-0.51969,-0.04012
-0.43226,-0.07443,-0.43197,-0.00992,-0.52065,-0.0406
-0.43328,-0.07635,-0.43298,-0.01007,-0.5216,-0.04112
-0.43427,-0.07822,-0.43399,-0.01032,-0.52259,-0.04168
-0.43528,-0.0799,-0.43497,-0.01039,-0.52359,-0.04222
-0.43628,-0.0818,-0.43596,-0.01051,-0.52461,-0.04272
-0.43727,-0.08398,-0.43697,-0.01064,-0.52559,-0.04339
-0.43829,-0.08586,-0.43799,-0.01087,-0.52657,-0.04387
-0.43927,-0.08779,-0.43898,-0.01101,-0.52754,-0.04434
-0.44029,-0.09009,-0.43997,-0.0112,-0.52849,-0.04495
-0.4413,-0.09223,-0.44096,-0.01138,-0.5295,-0.04563
-0.44231,-0.09428,-0.44197,-0.01165,-0.53044,-0.04615
-0.44332,-0.09654,-0.44296,-0.01175,-0.5314,-0.0467
-0.44431,-0.09901,-0.44397,-0.01195,-0.53233,-0.04727
-0.44531,-0.1012,-0.44498,-0.01216,-0.53331,-0.04788
-0.44634,-0.10352,-0.44599,-0.01242,-0.53424,-0.04849
-0.44734,-0.10607,-0.44697,-0.01256,-0.53519,-0.04901
-0.44835,-0.10871,-0.44798,-0.01283,-0.53619,-0.0496
-0.44935,-0.11102,-0.449,-0.01293,-0.5371,-0.0504
-0.45038,-0.11352,-0.44998,-0.01318,-0.53812,-0.05081
-0.45137,-0.11649,-0.451,-0.01336,-0.53913,-0.05159
-0.45238,-0.11915,-0.452,-0.01353,-0.54011,-0.05218
-0.45338,-0.12163,-0.453,-0.01371,-0.54106,-0.05293
-0.45441,-0.12455,-0.45401,-0.01405,-0.54201,-0.05343
-0.45541,-0.12763,-0.455,-0.01414,-0.54296,-0.05409
-0.45643,-0.13036,-0.45602,-0.01436,-0.54391,-0.05476
-0.45744,-0.13327,-0.45701,-0.01456,-0.54489,-0.05553
-0.45847,-0.13666,-0.45802,-0.01481,-0.54591,-0.05608
-0.45947,-0.13963,-0.459,-0.01503,-0.54684,-0.05678
-0.46048,-0.14271,-0.46002,-0.01532,-0.54782,-0.05746
-0.46147,-0.14595,-0.46103,-0.0155,-0.54881,-0.05828
-0.46247,-0.14959,-0.46203,-0.01577,-0.54983,-0.05885
-0.46351,-0.15271,-0.46303,-0.016,-0.55081,-0.05958
-0.46451,-0.15601,-0.46406,-0.0163,-0.55182,-0.06062
-0.46551,-0.15997,-0.46506,-0.01648,-0.55283,-0.06112
-0.46652,-0.16336,-0.46606,-0.01676,-0.55382,-0.062
-0.46753,-0.16682,-0.46706,-0.01703,-0.55483,-0.06263
-0.4685,-0.17075,-0.46807,-0.01733,-0.55578,-0.0636
-0.46954,-0.17493,-0.46908,-0.01754,-0.55672,-0.064
-0.47053,-0.17849,-0.47006,-0.01781,-0.55775,-0.0649
-0.47153,-0.18221,-0.47108,-0.01811,-0.55873,-0.06591
-0.47252,-0.18678,-0.47282,-0.0186,-0.55974,-0.06642
-0.47352,-0.19086,-0.47454,-0.01913,-0.56069,-0.06738
-0.47453,-0.19475,-0.47554,-0.01941,-0.56166,-0.06793
-0.47553,-0.19892,-0.47656,-0.01969,-0.56265,-0.06896
-0.47803,-0.21009,-0.47756,-0.02008,-0.56364,-0.06968
-0.47903,-0.21455,-0.47856,-0.02036,-0.56456,-0.07023
-0.48003,-0.21993,-0.47955,-0.02069,-0.5655,-0.07141
-0.48103,-0.22449,-0.48055,-0.02094,-0.56648,-0.07207
-0.48202,-0.22873,-0.48156,-0.02142,-0.56748,-0.07282
-0.48303,-0.23415,-0.48257,-0.02168,-0.56847,-0.07373
-0.48402,-0.23969,-0.48356,-0.022,-0.56948,-0.07456
-0.48501,-0.24424,-0.48456,-0.02243,-0.57038,-0.07563
-0.48602,-0.24915,-0.48559,-0.02272,-0.57137,-0.07595
-0.48705,-0.25567,-0.48658,-0.02307,-0.57231,-0.07719
-0.48804,-0.2609,-0.48758,-0.02351,-0.57327,-0.07805
-0.48906,-0.26565,-0.4886,-0.02377,-0.57427,-0.07861
-0.49007,-0.27176,-0.48962,-0.02421,-0.5753,-0.07984
-0.49107,-0.27831,-0.4906,-0.02461,-0.57628,-0.08024
-0.49207,-0.2835,-0.49159,-0.02503,-0.57717,-0.08156
-0.49308,-0.28885,-0.49261,-0.0254,-0.57816,-0.08243
-0.49408,-0.29637,-0.49361,-0.02573,-0.57918,-0.08283
-0.4951,-0.30264,-0.49462,-0.02623,-0.58018,-0.08449
-0.4961,-0.30794,-0.49564,-0.02688,-0.5812,-0.08512
-0.4971,-0.31455,-0.49662,-0.02721,-0.58218,-0.08595
-0.49809,-0.32248,-0.49763,-0.02762,-0.58318,-0.0869
-0.4991,-0.3283,-0.49864,-0.02797,-0.58417,-0.08787
-0.50008,-0.33373,-0.49961,-0.02853,-0.58513,-0.08903
-0.5011,-0.34212,-0.50063,-0.0289,-0.58607,-0.0896
-0.50208,-0.35013,-0.50165,-0.02931,-0.58709,-0.09047
-0.50309,-0.35561,-0.50265,-0.02974,-0.58809,-0.09213
-0.5041,-0.36258,-0.50368,-0.03024,-0.58909,-0.09254
-0.50513,-0.37234,-0.50468,-0.03074,-0.59003,-0.09368
-0.50613,-0.37959,-0.50567,-0.03119,-0.59099,-0.09446
-0.50714,-0.38532,-0.50667,-0.03162,-0.59193,-0.09559
-0.50814,-0.39423,-0.50768,-0.03215,-0.59286,-0.09647
-0.50915,-0.40405,-0.50869,-0.03272,-0.59382,-0.09733
-0.51015,-0.41025,-0.5097,-0.03314,-0.59473,-0.09806
-0.51116,-0.41718,-0.51069,-0.03368,-0.59565,-0.09977
-0.51218,-0.42788,-0.51168,-0.03418,-0.59667,-0.10022
-0.51319,-0.43652,-0.51267,-0.03487,-0.59769,-0.10132
-0.51418,-0.4426,-0.5137,-0.03521,-0.59863,-0.10237
-0.51519,-0.45183,-0.5147,-0.03575,-0.59961,-0.10353
-0.51617,-0.46301,-0.51571,-0.03646,-0.6006,-0.10424
-0.51719,-0.4707,-0.51671,-0.03703,-0.60154,-0.10513
-0.51816,-0.47748,-0.5177,-0.03759,-0.60249,-0.10668
-0.51918,-0.48951,-0.51872,-0.03809,-0.60345,-0.10772
-0.52019,-0.50077,-0.51972,-0.03875,-0.6044,-0.10838
-0.52119,-0.50741,-0.52074,-0.0395,-0.60533,-0.10945
-0.5222,-0.5164,-0.52174,-0.04012,-0.60622,-0.11073
-0.52322,-0.53064,-0.52273,-0.04058,-0.60721,-0.11163
-0.52424,-0.53931,-0.52375,-0.04123,-0.60821,-0.1125
-0.52524,-0.54672,-0.52475,-0.04193,-0.60918,-0.11351
-0.52623,-0.55756,-0.5258,-0.0426,-0.61015,-0.11516
-0.52723,-0.57205,-0.52677,-0.04315,-0.61111,-0.11588
-0.52825,-0.57877,-0.52778,-0.04383,-0.61211,-0.11683
-0.52923,-0.58782,-0.52878,-0.04454,-0.61305,-0.11789
-0.53023,-0.60372,-0.5298,-0.04528,-0.61399,-0.11946
-0.53126,-0.61401,-0.53082,-0.04583,-0.61494,-0.12009
-0.53225,-0.6231,-0.53181,-0.04649,-0.61592,-0.12124
-0.53326,-0.63395,-0.53283,-0.04734,-0.61685,-0.12224
-0.53429,-0.65055,-0.53382,-0.04803,-0.61782,-0.1239
-0.53529,-0.66009,-0.53484,-0.04872,-0.61882,-0.12461
-0.53629,-0.66755,-0.53584,-0.04936,-0.61977,-0.12578
-0.5373,-0.68533,-0.53683,-0.05014,-0.62073,-0.1269
-0.53831,-0.69744,-0.53786,-0.05109,-0.62173,-0.12839
-0.53932,-0.70695,-0.53886,-0.05163,-0.62276,-0.12911
-0.54031,-0.7164,-0.53987,-0.05241,-0.62374,-0.13023
-0.54132,-0.73544,-0.54085,-0.05309,-0.6247,-0.13177
-0.54234,-0.74692,-0.54185,-0.05415,-0.62567,-0.13319
-0.54334,-0.75258,-0.54286,-0.05469,-0.62667,-0.13392
-0.54434,-0.77265,-0.54384,-0.05556,-0.62766,-0.13518
-0.54538,-0.78904,-0.54486,-0.05618,-0.62868,-0.137
-0.54638,-0.79689,-0.54589,-0.0572,-0.62968,-0.13779
-0.54737,-0.80853,-0.54689,-0.05803,-0.63068,-0.13889
-0.54836,-0.82832,-0.54787,-0.05867,-0.63167,-0.14
-0.54935,-0.8424,-0.54888,-0.05953,-0.63267,-0.1419
-0.55037,-0.84991,-0.5499,-0.06042,-0.63363,-0.14263
-0.55137,-0.86409,-0.55096,-0.06139,-0.6346,-0.144
-0.5524,-0.88792,-0.55194,-0.06205,-0.63559,-0.1452
-0.55338,-0.89635,-0.55294,-0.06295,-0.63656,-0.14703
-0.5544,-0.90506,-0.55393,-0.06382,-0.63758,-0.14766
-0.55541,-0.92947,-0.55494,-0.06488,-0.63858,-0.14888
-0.55644,-0.94404,-0.55597,-0.06561,-0.63954,-0.15048
-0.55742,-0.95292,-0.55695,-0.0664,-0.64047,-0.15176
-0.55844,-0.96622,-0.55796,-0.06734,-0.64152,-0.15276
-0.55941,-0.99117,-0.55896,-0.06851,-0.6425,-0.15404
-0.56042,-1.00271,-0.55996,-0.06927,-0.6435,-0.15609
-0.56142,-1.01039,-0.56099,-0.07012,-0.64451,-0.15705
-0.56242,-1.03795,-0.56198,-0.07104,-0.64545,-0.15826
-0.56344,-1.05292,-0.56298,-0.07227,-0.64638,-0.15935
-0.56443,-1.06566,-0.564,-0.07312,-0.6474,-0.1615
-0.56543,-1.0749,-0.565,-0.07397,-0.64841,-0.16222
-0.56643,-1.10316,-0.56601,-0.075,-0.64939,-0.16365
-0.56745,-1.11851,-0.56702,-0.07621,-0.65038,-0.16494
-0.56843,-1.12128,-0.56804,-0.07721,-0.65134,-0.16688
-0.56944,-1.14903,-0.56906,-0.07803,-0.65229,-0.16747
-0.57044,-1.17141,-0.57007,-0.07889,-0.6533,-0.16863
-0.57143,-1.18054,-0.57105,-0.08021,-0.65424,-0.17122
-0.57245,-1.19213,-0.57207,-0.08123,-0.6552,-0.17187
-0.57343,-1.21857,-0.57307,-0.08198,-0.65614,-0.17319
-0.57444,-1.23931,-0.57408,-0.08296,-0.65709,-0.17459
-0.57546,-1.24271,-0.57507,-0.08424,-0.65805,-0.176
-0.57643,-1.26526,-0.57608,-0.08545,-0.65901,-0.17803
-0.57743,-1.29605,-0.57711,-0.08623,-0.66002,-0.17824
-0.57845,-1.30572,-0.5781,-0.08729,-0.66096,-0.18012
