Au(110),,Au(111),,Au(100),
E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2)
1.27734,0.18045,1.25313,0.00836,0.97627,-5.78E-04
1.27834,0.18014,1.25211,0.00828,0.97529,-6.10E-04
1.27934,0.17974,1.25112,0.00823,0.97428,-6.32E-04
1.28034,0.17952,1.25011,0.00819,0.97329,-6.35E-04
1.28136,0.17949,1.24912,0.00813,0.9723,-6.52E-04
1.28234,0.17911,1.24811,0.00809,0.97127,-6.88E-04
1.28334,0.1787,1.24711,0.00802,0.97027,-6.96E-04
1.28434,0.17865,1.24612,0.00797,0.96929,-6.91E-04
1.28534,0.17846,1.24511,0.00795,0.96827,-7.05E-04
1.28633,0.17774,1.24411,0.00791,0.96728,-7.32E-04
1.28735,0.17778,1.2431,0.00784,0.96628,-7.60E-04
1.28836,0.17787,1.24209,0.0078,0.96526,-7.50E-04
1.28936,0.17752,1.24109,0.00774,0.96427,-7.41E-04
1.29037,0.17712,1.24011,0.00772,0.96328,-7.69E-04
1.29107,0.17688,1.23912,0.00769,0.96228,-8.00E-04
1.29129,0.17706,1.23813,0.00763,0.96128,-8.17E-04
1.29121,0.17539,1.23711,0.0076,0.96028,-8.08E-04
1.29067,0.17375,1.23612,0.00751,0.95928,-8.30E-04
1.28968,0.17302,1.23512,0.00743,0.95832,-9.05E-04
1.28868,0.17261,1.23412,0.00746,0.95728,-0.00115
1.28768,0.17229,1.23311,0.00745,0.95624,-9.74E-04
1.28666,0.17218,1.23211,0.00739,0.95529,-7.66E-04
1.28567,0.1715,1.23109,0.0074,0.95432,-8.56E-04
1.28467,0.17122,1.23013,0.00733,0.9533,-9.84E-04
1.28369,0.17116,1.22912,0.00729,0.95228,-9.75E-04
1.28267,0.17086,1.22811,0.00726,0.95129,-9.13E-04
1.28167,0.17024,1.22713,0.00725,0.9503,-9.06E-04
1.28067,0.17003,1.2261,0.0072,0.94931,-9.51E-04
1.27966,0.16999,1.22512,0.00717,0.94829,-9.95E-04
1.27867,0.1696,1.2241,0.00714,0.9473,-0.00102
1.27767,0.16915,1.22312,0.00713,0.94629,-0.00102
1.27667,0.16899,1.22211,0.00707,0.94529,-0.00101
1.27566,0.16871,1.22113,0.00705,0.9443,-0.00101
1.27467,0.16835,1.22014,0.00701,0.9433,-0.00105
1.27366,0.16802,1.21913,0.00699,0.94227,-0.00108
1.27267,0.16797,1.21811,0.00698,0.94127,-0.00111
1.27166,0.16766,1.21713,0.00693,0.94028,-0.00111
1.27065,0.16704,1.21613,0.0069,0.93928,-0.00109
1.26966,0.16699,1.21512,0.00686,0.93827,-0.0011
1.26866,0.1669,1.21412,0.00685,0.93727,-0.00112
1.26766,0.1665,1.21313,0.0068,0.93628,-0.00115
1.26665,0.16612,1.21211,0.0068,0.93528,-0.00117
1.26567,0.16595,1.21112,0.00675,0.93429,-0.00116
1.26467,0.16583,1.21012,0.00672,0.93327,-0.00118
1.26368,0.16516,1.20912,0.0067,0.93228,-0.00118
1.26268,0.16505,1.20811,0.00666,0.93129,-0.00119
1.26169,0.16498,1.20713,0.00667,0.9303,-0.00122
1.26069,0.16468,1.20612,0.00665,0.9293,-0.00123
1.25969,0.16419,1.20512,0.0066,0.92827,-0.00121
1.25868,0.16396,1.20415,0.00656,0.92727,-0.00123
1.25768,0.16395,1.20312,0.00654,0.92629,-0.00127
1.25668,0.16357,1.20211,0.00654,0.92528,-0.00128
1.25566,0.16317,1.20112,0.00651,0.92428,-0.00127
1.25467,0.16307,1.20012,0.00649,0.92327,-0.00128
1.25369,0.16292,1.19911,0.00647,0.92227,-0.0013
1.25267,0.16229,1.19811,0.00614,0.92128,-0.00135
1.25168,0.16215,1.19712,0.00644,0.92027,-0.00136
1.25068,0.16212,1.19611,0.0064,0.91927,-0.00135
1.24969,0.16182,1.19513,0.00636,0.91827,-0.00136
1.24867,0.16141,1.19412,0.00632,0.91727,-0.00137
1.24766,0.16123,1.19312,0.00634,0.91629,-0.00139
1.24667,0.16114,1.19213,0.00628,0.9153,-0.00142
1.24569,0.16059,1.19113,0.00629,0.91429,-0.00142
1.24467,0.16039,1.19012,0.00623,0.91328,-0.00141
1.24367,0.16033,1.18912,0.00626,0.91227,-0.00143
1.24267,0.16011,1.18811,0.0062,0.9113,-0.00144
1.24167,0.15962,1.18712,0.0062,0.9103,-0.00145
1.24067,0.15937,1.18611,0.00616,0.9093,-0.00146
1.23966,0.15939,1.18512,0.00617,0.90828,-0.00148
1.23866,0.15901,1.18412,0.00611,0.90728,-0.0015
1.23769,0.15871,1.18311,0.00611,0.90628,-0.0015
1.23668,0.15851,1.18211,0.00609,0.90527,-0.0015
1.23567,0.15841,1.1811,0.00606,0.90428,-0.00149
1.23466,0.15796,1.18012,0.00608,0.90329,-0.00151
1.23366,0.15762,1.17912,0.00601,0.90228,-0.00152
1.23266,0.15768,1.1781,0.006,0.90129,-0.00153
1.23167,0.15735,1.17711,0.006,0.90027,-0.00156
1.23067,0.15701,1.17612,0.00597,0.89928,-0.00159
1.22967,0.15671,1.17511,0.00594,0.89828,-0.0016
1.22867,0.15674,1.1741,0.00593,0.89728,-0.0016
1.22769,0.15629,1.17312,0.00589,0.89631,-0.0016
1.22668,0.15592,1.17212,0.0059,0.89527,-0.00162
1.22567,0.15586,1.17112,0.00584,0.89429,-0.00162
1.22467,0.15573,1.17011,0.00587,0.89328,-0.00163
1.22367,0.15531,1.16911,0.00579,0.89228,-0.00166
1.22267,0.15504,1.16811,0.00581,0.89128,-0.00168
1.22168,0.15499,1.16711,0.00576,0.89027,-0.0017
1.22069,0.15457,1.16611,0.00575,0.88927,-0.0017
1.21967,0.15433,1.16513,0.00573,0.88827,-0.00169
1.21867,0.15417,1.16414,0.00572,0.88728,-0.0017
1.21768,0.15411,1.1631,0.00567,0.8863,-0.00172
1.21669,0.15369,1.16212,0.00567,0.88455,-0.00192
1.21568,0.15342,1.16113,0.00565,0.88278,-0.00173
1.21467,0.15331,1.16013,0.00562,0.88179,-0.00179
1.21368,0.153,1.15913,0.00558,0.8808,-0.00179
1.21266,0.15269,1.15812,0.00558,0.87978,-0.00177
1.21168,0.15253,1.15712,0.00555,0.87878,-0.00183
1.21068,0.15249,1.15613,0.00554,0.87779,-0.00178
1.2097,0.1521,1.15513,0.0055,0.87679,-0.00182
1.20867,0.15184,1.15412,0.00549,0.8758,-0.00185
1.20769,0.15151,1.15312,0.00545,0.8748,-0.00183
1.20668,0.15151,1.15211,0.00543,0.87379,-0.00186
1.20569,0.15118,1.15111,0.00544,0.87277,-0.00188
1.20467,0.15089,1.15013,0.00505,0.8718,-0.00189
1.20369,0.15084,1.14913,0.0054,0.8708,-0.00189
1.20267,0.15062,1.14813,0.00533,0.8698,-0.00192
1.20168,0.15015,1.14714,0.00532,0.8688,-0.00192
1.20068,0.15006,1.14611,0.00528,0.86779,-0.00191
1.19968,0.14994,1.14512,0.00526,0.86679,-0.00192
1.19867,0.14961,1.14412,0.00525,0.8658,-0.00195
1.19766,0.14935,1.14311,0.00523,0.86478,-0.00196
1.19667,0.14923,1.1421,0.0052,0.86379,-0.00195
1.19567,0.14911,1.14111,0.00518,0.86279,-0.00198
1.19468,0.14866,1.14012,0.00515,0.86179,-0.00196
1.19367,0.14841,1.13911,0.00513,0.86078,-0.002
1.19268,0.14845,1.13812,0.0051,0.85979,-0.00199
1.19169,0.14808,1.1371,0.00508,0.85878,-0.00203
1.19068,0.14781,1.13612,0.00507,0.8578,-0.00203
1.18969,0.14764,1.13512,0.00504,0.85677,-0.00202
1.18869,0.14755,1.1341,0.00498,0.85576,-0.00203
1.1877,0.14721,1.13311,0.00498,0.85477,-0.00206
1.18671,0.14675,1.13211,0.00497,0.85378,-0.00205
1.18569,0.14686,1.1311,0.00494,0.85278,-0.00208
1.18468,0.14659,1.13011,0.00492,0.85177,-0.00208
1.18367,0.14625,1.12911,0.00488,0.85079,-0.00211
1.18269,0.14604,1.12812,0.00488,0.84977,-0.00209
1.18169,0.14599,1.12712,0.00483,0.84876,-0.00212
1.18068,0.14569,1.1261,0.00482,0.84777,-0.00215
1.17967,0.14522,1.12511,0.00479,0.84677,-0.00212
1.17869,0.14526,1.1241,0.00478,0.84578,-0.00215
1.1777,0.14514,1.12311,0.00473,0.84477,-0.00213
1.17667,0.14475,1.12212,0.00474,0.84378,-0.00218
1.17565,0.14452,1.12111,0.0047,0.84277,-0.00216
1.17465,0.14446,1.12012,0.00467,0.84176,-0.00219
1.17366,0.1442,1.11913,0.00465,0.84078,-0.00217
1.17267,0.14374,1.11812,0.00462,0.83978,-0.00225
1.17168,0.14368,1.11711,0.00459,0.83878,-0.00219
1.17067,0.14363,1.11613,0.00458,0.83776,-0.00222
1.16966,0.14328,1.11513,0.00456,0.83678,-0.00222
1.16867,0.14302,1.11412,0.00451,0.83579,-0.00224
1.16767,0.14295,1.11312,0.00449,0.83475,-0.00224
1.16668,0.14273,1.1121,0.00445,0.83378,-0.00226
1.16567,0.14241,1.11112,0.00446,0.83278,-0.00226
1.16467,0.14206,1.11013,0.00442,0.83177,-0.00226
1.16366,0.14215,1.10912,0.00441,0.83078,-0.00229
1.16268,0.14187,1.10811,0.00433,0.82977,-0.00229
1.16166,0.14155,1.10713,0.00434,0.82876,-0.00227
1.16067,0.14142,1.10611,0.00433,0.82778,-0.00229
1.15967,0.14131,1.1051,0.0043,0.82679,-0.00231
1.15867,0.14101,1.10412,0.00426,0.82579,-0.00234
1.15768,0.14056,1.10309,0.00394,0.82477,-0.00234
1.15667,0.14068,1.1021,0.00419,0.82377,-0.00241
1.15567,0.14044,1.1011,0.00419,0.82279,-0.00235
1.15466,0.14013,1.1001,0.00417,0.82178,-0.00235
1.15368,0.13993,1.09911,0.00419,0.82078,-0.00238
1.15267,0.13984,1.0981,0.00409,0.81979,-0.00237
1.15166,0.1396,1.0971,0.00409,0.81878,-0.00241
1.15067,0.13925,1.0961,0.00402,0.81779,-0.00241
1.14967,0.13909,1.09508,0.00403,0.8168,-0.0024
1.14868,0.13904,1.09411,0.004,0.81579,-0.00241
1.14768,0.13872,1.09311,0.00401,0.8148,-0.00243
1.14667,0.1385,1.09209,0.00396,0.81379,-0.00245
1.14567,0.13843,1.0911,0.00391,0.81279,-0.00244
1.14466,0.1382,1.0901,0.00394,0.81178,-0.00244
1.14366,0.13788,1.08911,0.00387,0.81077,-0.00248
1.14266,0.13755,1.08811,0.00385,0.80978,-0.00246
1.14168,0.13768,1.08709,0.00382,0.80879,-0.00247
1.14066,0.1373,1.08611,0.0038,0.8078,-0.00252
1.13967,0.13707,1.0851,0.00377,0.80679,-0.00249
1.1387,0.13701,1.08413,0.00375,0.80579,-0.00246
1.13768,0.1368,1.0831,0.00373,0.80479,-0.00292
1.13667,0.13649,1.0821,0.00367,0.80378,-0.00255
1.13568,0.13629,1.08111,0.00369,0.80279,-0.00256
1.13468,0.13623,1.08011,0.00367,0.8018,-0.00256
1.13367,0.1358,1.07912,0.0036,0.80077,-0.00263
1.13267,0.13564,1.07811,0.00361,0.79978,-0.00256
1.13167,0.13552,1.07711,0.00359,0.79878,-0.00257
1.13066,0.13545,1.07611,0.00356,0.79778,-0.00256
1.12967,0.13511,1.0751,0.00349,0.79678,-0.0026
1.12867,0.13487,1.07411,0.00346,0.79579,-0.00259
1.12767,0.13487,1.0731,0.00346,0.79478,-0.00262
1.12667,0.13448,1.07211,0.00342,0.79378,-0.0026
1.12565,0.13427,1.07112,0.0034,0.79279,-0.00265
1.12465,0.13414,1.07011,0.00336,0.79177,-0.00262
1.12364,0.1341,1.0691,0.00334,0.79078,-0.00267
1.12265,0.1338,1.0681,0.00335,0.78979,-0.00262
1.12166,0.13352,1.0671,0.00326,0.78879,-0.00269
1.12065,0.13347,1.06611,0.00326,0.78778,-0.0027
1.11967,0.13325,1.06512,0.00324,0.78676,-0.00267
1.11866,0.13292,1.06413,0.00321,0.78577,-0.00271
1.11766,0.13275,1.06311,0.00319,0.78478,-0.00269
1.11666,0.13272,1.06211,0.00266,0.78379,-0.00271
1.11568,0.13245,1.0611,0.00317,0.78278,-0.00271
1.11466,0.1322,1.06013,0.00306,0.78177,-0.00274
1.11366,0.13204,1.05912,0.00303,0.78076,-0.00273
1.11267,0.13199,1.05811,0.003,0.77979,-0.00274
1.11167,0.13155,1.05712,0.003,0.77878,-0.00272
1.11067,0.13138,1.05612,0.00296,0.77777,-0.00276
1.10967,0.13141,1.05511,0.00295,0.77675,-0.00276
1.10869,0.13114,1.05412,0.00292,0.77577,-0.00273
1.1077,0.13088,1.0531,0.00291,0.77478,-0.00276
1.10668,0.13067,1.05211,0.00284,0.77379,-0.00278
1.10566,0.13062,1.05112,0.00285,0.77277,-0.00282
1.10466,0.13036,1.05013,0.00278,0.77178,-0.00273
1.10366,0.13004,1.04913,0.0028,0.77079,-0.00279
1.10266,0.12994,1.04812,0.00274,0.76978,-0.00285
1.10165,0.12983,1.04711,0.0027,0.76877,-0.00282
1.10066,0.12958,1.0461,0.00271,0.76777,-0.00279
1.09967,0.12936,1.04514,0.00265,0.76677,-0.00285
1.09867,0.12933,1.04413,0.00263,0.76576,-0.00281
1.09766,0.12913,1.04313,0.0026,0.76478,-0.00283
1.09669,0.12881,1.04212,0.0026,0.76378,-0.00281
1.09566,0.12868,1.04112,0.00255,0.76276,-0.00288
1.09466,0.12861,1.04014,0.00252,0.76176,-0.00282
1.09366,0.12813,1.03912,0.00251,0.76076,-0.00285
1.09266,0.12808,1.03812,0.00247,0.75977,-0.00284
1.09165,0.12801,1.0371,0.00238,0.75877,-0.00287
1.09065,0.12785,1.03612,0.00243,0.75776,-0.00286
1.08965,0.12755,1.03513,0.00237,0.75678,-0.00284
1.08866,0.12737,1.03412,0.00234,0.75576,-0.00291
1.08765,0.12733,1.03311,0.00233,0.75477,-0.00286
1.08665,0.12707,1.03213,0.00233,0.75378,-0.00288
1.08565,0.12663,1.03111,0.00222,0.75277,-0.00287
1.08465,0.12672,1.03011,0.00224,0.75177,-0.00292
1.08364,0.12658,1.02911,0.0022,0.75076,-0.00289
1.08267,0.12628,1.0281,0.00216,0.74976,-0.00292
1.08166,0.12608,1.02712,0.00216,0.74876,-0.0029
1.08065,0.12604,1.02611,0.0021,0.74777,-0.00294
1.07964,0.1258,1.0251,0.00208,0.74675,-0.00292
1.07867,0.12552,1.02411,0.00202,0.74576,-0.00293
1.07764,0.12539,1.02312,0.00205,0.74479,-0.00292
1.07664,0.12517,1.02211,0.00144,0.74377,-0.00294
1.07564,0.12503,1.0211,0.00198,0.74277,-0.00297
1.07465,0.12478,1.02011,0.00191,0.74177,-0.0029
1.07366,0.12479,1.01912,0.00189,0.74077,-0.00299
1.07265,0.12457,1.01812,0.0019,0.73979,-0.00297
1.07165,0.1243,1.01711,0.00186,0.73878,-0.00295
1.07065,0.12413,1.01612,0.00182,0.73778,-0.00299
1.06966,0.12409,1.01513,0.00177,0.73676,-0.00305
1.06866,0.12379,1.01411,0.00174,0.73576,-0.00298
1.06766,0.12351,1.01311,0.00172,0.73474,-0.00298
1.06666,0.12347,1.0121,0.0017,0.73376,-0.00298
1.06567,0.12336,1.0111,0.00166,0.73276,-0.00304
1.06466,0.12307,1.01012,0.00167,0.73176,-0.003
1.06366,0.12288,1.0091,0.0016,0.73076,-0.00304
1.06265,0.12287,1.00809,0.00159,0.72975,-0.00302
1.06166,0.12265,1.0071,0.00158,0.72877,-0.00301
1.06063,0.12236,1.00611,0.00151,0.72778,-0.00303
1.05964,0.12226,1.0051,0.0015,0.72675,-0.00305
1.05866,0.12207,1.00412,0.00155,0.72577,-0.00304
1.05767,0.12191,1.0031,0.00149,0.72475,-0.00309
1.05668,0.12169,1.0021,0.00137,0.72376,-0.00305
1.05566,0.12165,1.00111,0.00143,0.72275,-0.00305
1.05466,0.1215,1.00011,0.00141,0.72175,-0.00312
1.05366,0.12119,0.99909,0.00134,0.72078,-0.00307
1.05267,0.12105,0.9981,0.00135,0.71977,-0.00307
1.05167,0.12102,0.9971,0.00134,0.71876,-0.00311
1.05068,0.12077,0.99611,0.00129,0.71777,-0.00313
1.04966,0.12037,0.99512,0.00127,0.71678,-0.00305
1.04865,0.12046,0.99411,0.00127,0.71579,-0.0031
1.04767,0.12031,0.99311,0.00121,0.71478,-0.00312
1.04665,0.12008,0.99211,0.0012,0.71378,-0.00316
1.04567,0.11984,0.99112,0.00116,0.71278,-0.00317
1.04465,0.11985,0.99011,0.00111,0.71177,-0.00322
1.04365,0.11963,0.9891,0.00113,0.71077,-0.00357
1.04266,0.11938,0.98811,0.00112,0.70975,-0.00317
1.04164,0.11928,0.98713,0.00105,0.70877,-0.0032
1.04064,0.11906,0.98611,0.00103,0.70777,-0.00321
1.03966,0.11893,0.98511,0.00104,0.70677,-0.00319
1.03866,0.11872,0.98412,9.88E-04,0.70576,-0.00321
1.03766,0.11865,0.9831,0.00102,0.70478,-0.00321
1.03668,0.11854,0.9821,9.50E-04,0.70378,-0.00324
1.03566,0.11822,0.9811,9.48E-04,0.70276,-0.00325
1.03465,0.11812,0.98013,5.74E-04,0.70177,-0.00322
1.03366,0.11807,0.97908,6.53E-04,0.70076,-0.00327
1.03267,0.1178,0.97809,8.35E-04,0.69976,-0.00323
1.03168,0.11765,0.97712,8.69E-04,0.69876,-0.00326
1.03067,0.11732,0.97611,8.68E-04,0.69777,-0.0033
1.02967,0.11746,0.97513,8.32E-04,0.69677,-0.00329
1.02869,0.11714,0.97252,6.83E-04,0.69577,-0.00329
1.02766,0.11696,0.97157,0.00104,0.69477,-0.00332
1.02666,0.11698,0.97064,9.96E-04,0.69376,-0.00329
1.02566,0.11668,0.96964,7.57E-04,0.69276,-0.00335
1.02468,0.11654,0.96863,5.75E-04,0.69176,-0.00332
1.02365,0.11635,0.9676,5.40E-04,0.69076,-0.00333
1.02266,0.11628,0.96661,6.20E-04,0.68976,-0.00337
1.02166,0.11612,0.96562,6.99E-04,0.68875,-0.00334
1.02064,0.11567,0.96463,6.86E-04,0.68776,-0.00335
1.01965,0.11586,0.96361,6.33E-04,0.68676,-0.00338
1.01868,0.11567,0.96264,5.75E-04,0.68576,-0.00339
1.01765,0.11543,0.96161,5.31E-04,0.68476,-0.00341
1.01666,0.11531,0.9606,5.28E-04,0.68376,-0.00339
1.01566,0.11523,0.95962,5.32E-04,0.68277,-0.00339
1.01466,0.11507,0.95861,5.30E-04,0.68178,-0.00343
1.01368,0.1148,0.95763,5.05E-04,0.68077,-0.00342
1.01266,0.11476,0.95662,4.84E-04,0.67977,-0.00343
1.01168,0.11458,0.95564,4.70E-04,0.67874,-0.00346
1.01068,0.11432,0.95461,4.37E-04,0.67777,-0.00343
1.00967,0.1142,0.9536,4.04E-04,0.67679,-0.00345
1.00866,0.11413,0.95262,4.06E-04,0.67578,-0.00346
1.00767,0.11399,0.95163,4.15E-04,0.67477,-0.00345
1.00667,0.11372,0.95063,4.08E-04,0.67378,-0.00349
1.00568,0.11364,0.94962,3.96E-04,0.67277,-0.00346
1.00468,0.11357,0.9486,3.76E-04,0.67177,-0.00347
1.00369,0.11333,0.94761,3.41E-04,0.67078,-0.00352
1.0027,0.11318,0.9466,3.21E-04,0.66977,-0.00351
1.00168,0.11306,0.9456,3.32E-04,0.66877,-0.00348
1.00067,0.11282,0.94461,3.42E-04,0.66777,-0.00354
0.99968,0.11268,0.94363,3.14E-04,0.66679,-0.0035
0.99869,0.11259,0.94262,2.95E-04,0.66577,-0.00355
0.99769,0.11253,0.94161,2.73E-04,0.66477,-0.00352
0.99668,0.1123,0.94059,2.47E-04,0.66377,-0.00355
0.99566,0.11216,0.93958,2.46E-04,0.66278,-0.00354
0.99467,0.11201,0.9386,2.58E-04,0.6618,-0.0035
0.99368,0.11195,0.9376,2.55E-04,0.66076,-0.00364
0.99267,0.11173,0.9366,2.36E-04,0.65977,-0.00359
0.99167,0.11141,0.9356,2.25E-04,0.65876,-0.00355
0.99067,0.11152,0.93459,2.26E-04,0.65778,-0.00358
0.98965,0.11131,0.93358,2.42E-04,0.6568,-0.0036
0.98865,0.1111,0.9326,2.43E-04,0.65579,-0.0036
0.98765,0.11099,0.93161,2.16E-04,0.65479,-0.00361
0.98667,0.11095,0.93058,2.02E-04,0.65377,-0.00361
0.98569,0.11071,0.92958,1.88E-04,0.65279,-0.00361
0.98467,0.11052,0.92859,1.48E-04,0.65177,-0.00364
0.98369,0.11046,0.92762,1.29E-04,0.65079,-0.00361
0.98268,0.11031,0.92659,1.49E-04,0.64976,-0.00361
0.98168,0.1101,0.9256,1.68E-04,0.64876,-0.00364
0.98067,0.10983,0.92458,1.60E-04,0.64778,-0.00366
0.97967,0.10991,0.9236,1.33E-04,0.64678,-0.00364
0.97867,0.10972,0.92259,1.20E-04,0.64577,-0.00366
0.97768,0.10951,0.9216,1.32E-04,0.64477,-0.00367
0.97667,0.10942,0.92061,1.57E-04,0.64378,-0.00365
0.97565,0.10935,0.91961,1.64E-04,0.64276,-0.00366
0.97469,0.10908,0.91862,1.25E-04,0.64178,-0.00367
0.97369,0.10895,0.91761,9.12E-05,0.64077,-0.00365
0.97267,0.1089,0.91662,7.81E-05,0.63979,-0.00368
0.97168,0.10874,0.91562,1.13E-04,0.63877,-0.00369
0.97067,0.10853,0.91459,1.27E-04,0.63778,-0.00371
0.96968,0.10826,0.91364,1.28E-04,0.6368,-0.00368
0.96865,0.10834,0.91263,7.51E-05,0.63577,-0.00369
0.96766,0.10813,0.9116,4.94E-05,0.63477,-0.00373
0.96665,0.10796,0.9106,9.02E-05,0.63377,-0.00371
0.96565,0.10787,0.90962,1.03E-04,0.63278,-0.00369
0.96467,0.10781,0.90862,8.80E-05,0.63178,-0.00374
0.96366,0.10756,0.90687,8.43E-05,0.63077,-0.00373
0.96265,0.10741,0.90511,8.18E-05,0.62977,-0.00372
0.96167,0.10738,0.90411,7.88E-05,0.62876,-0.00372
0.96068,0.1072,0.90311,6.71E-05,0.62778,-0.00375
0.95969,0.10687,0.90213,-2.13E-04,0.62678,-0.00374
0.95869,0.10685,0.90098,-3.27E-04,0.62576,-0.00373
0.95768,0.10681,0.89994,-7.66E-05,0.62476,-0.00375
0.9567,0.10659,0.89898,1.62E-04,0.62377,-0.00372
0.95568,0.10643,0.89802,2.36E-04,0.62277,-0.00375
0.95469,0.10638,0.89703,1.56E-04,0.62176,-0.00372
0.9537,0.10624,0.896,4.13E-05,0.62076,-0.00375
0.95268,0.10603,0.895,2.60E-05,0.61977,-0.00372
0.95169,0.10588,0.894,6.07E-05,0.61877,-0.00375
0.9507,0.10586,0.89299,9.87E-05,0.61779,-0.00378
0.94968,0.10566,0.89201,1.16E-04,0.61678,-0.00375
0.94868,0.1053,0.89098,1.17E-04,0.61577,-0.00378
0.94768,0.10541,0.89,7.06E-05,0.61477,-0.00377
0.94667,0.10526,0.88899,8.40E-05,0.61377,-0.00381
0.94568,0.10507,0.88799,1.11E-04,0.61277,-0.00377
0.94469,0.10491,0.887,1.35E-04,0.61178,-0.00378
0.94369,0.10489,0.88599,1.39E-04,0.61076,-0.00378
0.94268,0.10474,0.885,1.47E-04,0.60977,-0.00378
0.94169,0.10448,0.88401,1.34E-04,0.60877,-0.00378
0.9407,0.10446,0.88301,1.21E-04,0.60777,-0.00379
0.93968,0.10436,0.88199,1.31E-04,0.60676,-0.00379
0.93867,0.10414,0.88099,1.58E-04,0.60577,-0.00386
0.93768,0.10387,0.88,1.66E-04,0.60476,-0.00408
0.93668,0.10388,0.879,1.81E-04,0.60379,-0.00381
0.93568,0.10377,0.87801,1.79E-04,0.60278,-0.00377
0.93467,0.10355,0.877,1.63E-04,0.60178,-0.0038
0.93369,0.10346,0.876,1.64E-04,0.60079,-0.00379
0.93268,0.10342,0.875,2.08E-04,0.59978,-0.00381
0.93169,0.1032,0.874,2.36E-04,0.59879,-0.00378
0.9307,0.10308,0.873,2.43E-04,0.59778,-0.00381
0.92967,0.10295,0.872,2.33E-04,0.59677,-0.00382
0.92868,0.1029,0.87099,2.26E-04,0.59579,-0.00381
0.92768,0.10269,0.86998,2.26E-04,0.59478,-0.00379
0.92668,0.10253,0.869,2.38E-04,0.59378,-0.0038
0.92569,0.10253,0.86799,2.38E-04,0.59278,-0.0038
0.92467,0.10221,0.86699,2.52E-04,0.59178,-0.00378
0.92366,0.10216,0.86599,2.77E-04,0.59077,-0.00379
0.92266,0.10205,0.865,2.87E-04,0.58978,-0.00384
0.92168,0.10197,0.864,2.65E-04,0.58878,-0.00378
0.9207,0.10178,0.863,2.86E-04,0.58778,-0.00382
0.91967,0.10162,0.862,2.91E-04,0.58678,-0.00378
0.91867,0.10161,0.861,2.40E-04,0.58578,-0.00383
0.91765,0.10142,0.85999,2.46E-04,0.58477,-0.00379
0.91668,0.10129,0.85899,2.81E-04,0.58377,-0.00381
0.91568,0.10114,0.85799,3.09E-04,0.58278,-0.00379
0.91467,0.1011,0.85699,3.18E-04,0.58177,-0.00379
0.91368,0.10089,0.85599,2.98E-04,0.58076,-0.00381
0.91268,0.10069,0.85498,3.13E-04,0.57977,-0.00377
0.91167,0.10069,0.85399,3.07E-04,0.57879,-0.00378
0.91068,0.10057,0.85299,3.08E-04,0.57778,-0.00378
0.90968,0.10037,0.85198,2.83E-04,0.57676,-0.00381
0.90868,0.10025,0.85097,2.76E-04,0.57576,-0.00379
0.90768,0.1002,0.84999,2.90E-04,0.57478,-0.00378
0.90669,0.10004,0.84899,3.21E-04,0.57377,-0.00378
0.90569,0.09984,0.84801,3.27E-04,0.57278,-0.00378
0.90467,0.09974,0.847,3.14E-04,0.57178,-0.00379
0.90366,0.09972,0.84597,2.95E-04,0.57077,-0.00377
0.90267,0.0995,0.84502,2.79E-04,0.56976,-0.00379
0.90169,0.09937,0.84401,2.79E-04,0.56875,-0.00377
0.90069,0.09919,0.84299,3.14E-04,0.56779,-0.00377
0.89969,0.09919,0.84201,3.18E-04,0.56675,-0.00375
0.89868,0.09898,0.84099,3.21E-04,0.56575,-0.00375
0.8977,0.09885,0.84001,2.88E-04,0.56478,-0.00378
0.89668,0.09883,0.83899,2.57E-04,0.56377,-0.00378
0.89567,0.09864,0.838,2.75E-04,0.56277,-0.00372
0.89467,0.09848,0.837,2.98E-04,0.56178,-0.00377
0.89368,0.09838,0.836,2.97E-04,0.56078,-0.00375
0.89268,0.09834,0.835,3.04E-04,0.55979,-0.00373
0.89168,0.09812,0.834,2.93E-04,0.55879,-0.00373
0.89068,0.09797,0.833,2.57E-04,0.55778,-0.00375
0.88967,0.09797,0.83198,2.47E-04,0.55678,-0.00374
0.88868,0.09766,0.831,2.68E-04,0.55576,-0.00375
0.88768,0.09759,0.83,2.73E-04,0.55477,-0.0037
0.88667,0.0975,0.82899,2.61E-04,0.55377,-0.00371
0.88567,0.09745,0.82799,2.32E-04,0.55278,-0.00371
0.88466,0.09726,0.827,2.14E-04,0.55177,-0.0037
0.88365,0.09711,0.82599,2.10E-04,0.55077,-0.0037
0.88267,0.09704,0.82499,2.23E-04,0.54978,-0.00369
0.88166,0.09695,0.82398,2.27E-04,0.54877,-0.00367
0.88068,0.09675,0.82296,2.22E-04,0.54777,-0.00368
0.87966,0.09662,0.82197,2.25E-04,0.54679,-0.00365
0.87868,0.09661,0.82098,2.15E-04,0.54579,-0.00368
0.87768,0.09643,0.82,1.37E-04,0.54476,-0.00367
0.87669,0.09615,0.81898,1.15E-04,0.54377,-0.00363
0.87567,0.0962,0.81799,1.45E-04,0.54275,-0.00366
0.87468,0.09612,0.81698,1.69E-04,0.54176,-0.00361
0.87367,0.0959,0.81599,1.73E-04,0.54077,-0.00364
0.87269,0.09581,0.81499,1.25E-04,0.53977,-0.00362
0.87168,0.09576,0.81399,8.70E-05,0.53878,-0.00362
