Ar,sat,pCO2(atm),0.1,pCO2(atm),0.2,pCO2(atm),0.3,pCO2(atm),0.5,pCO2(atm),0.6,pCO2(atm),1
pH,9.3,pH,7.76,pH,7.41,pH,7.29,pH,7.08,pH,7,pH,6.81
E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2)
,,,,,,,,,,,,0.62562,0.17043
,,,,,,,,,,,,0.62463,0.17003
,,,,,,,,,,,,0.62362,0.16986
,,,,,,,,,,,,0.6226,0.16966
,,,,,,,,,,,,0.62161,0.16915
,,,,,,,,,,,,0.6206,0.16902
,,,,,,,,,,,,0.61963,0.1688
,,,,,,,,,,,,0.61859,0.1685
,,,,,,,,,,,,0.61759,0.16817
,,,,,,,,,,,,0.61661,0.16779
,,,,,,,,,,,,0.61559,0.16768
,,,,,,,,,,,,0.6146,0.16729
,,,,,,,,,,,,0.61358,0.16704
,,,,,,,,,,,,0.61259,0.16683
,,,,,,,,,,,,0.61159,0.16635
,,,,,,,,,,,,0.61059,0.16621
,,,,,,,,,,,,0.60959,0.16602
,,,,,,,,,,,,0.60857,0.16581
,,,,,,,,,,,,0.60759,0.16545
,,,,,,,,,,,,0.60659,0.16523
,,,,,,,,,,,,0.60558,0.16491
,,,,,,,,,,,,0.60459,0.16459
,,,,,,,,,,,,0.6036,0.16434
,,,,,,,,,,,,0.60258,0.16407
,,,,,,,,,,,,0.60159,0.16382
,,,,,,,,,,,,0.60059,0.16347
,,,,,,,,,,,,0.59957,0.16311
,,,,,,,,,,,,0.5986,0.16301
,,,,,,,,,,,,0.59759,0.16267
,,,,,,,,,,,,0.5966,0.16244
,,,,,,,,,,,,0.5956,0.16225
,,,,,,,,,,,,0.5946,0.16191
,,,,,,,,,,,,0.59358,0.16161
,,,,,,,,,,,,0.59258,0.16143
,,,,,,,,,,,,0.59158,0.16119
,,,,,,,,,,,,0.59058,0.1608
,,,,,,,,,,,,0.58959,0.16058
,,,,,,,,,,,,0.58859,0.16021
,,,,,,,,,,,,0.58759,0.15996
,,,,,,,,,,,,0.58661,0.15974
,,,,,,,,,,,,0.58558,0.15954
,,,,,,,,,,,,0.58458,0.15935
,,,,,,,,,,,,0.58358,0.15897
,,,,,,,,,,,,0.58259,0.15867
,,,,,,,,,,,,0.58159,0.15853
,,,,,,,,,,,,0.5806,0.15825
,,,,,,,,,,,,0.57959,0.15805
,,,,,,,,,,,,0.57858,0.15784
,,,,,,,,,,,,0.5776,0.15752
,,,,,,,,,,,,0.57659,0.15705
,,,,,,,,,,,,0.5756,0.15695
,,,,,,,,,,,,0.57461,0.15672
,,,,,,,,,,,,0.57358,0.15638
,,,,,,,,,,,,0.57261,0.15617
,,,,,,,,,,,,0.57161,0.15594
,,,,,,,,,,,,0.57058,0.15549
,,,,,,,,,,,,0.56959,0.15538
,,,,,,,,,,,,0.5686,0.15523
,,,,,,,,,,,,0.5676,0.15503
,,,,,,,,,,,,0.56659,0.15468
,,,,,,,,,,,,0.5656,0.15444
,,,,,,,,,,,,0.56459,0.15424
,,,,,,,,,,,,0.5636,0.15377
,,,,,,,,,,,,0.56259,0.15363
,,,,,,,,,,,,0.56159,0.15341
,,,,,,,,,,,,0.56058,0.15314
,,,,,,,,,,,,0.55958,0.15284
,,,,,,,,,,,,0.55857,0.15268
,,,,,,,,,,,,0.55759,0.15236
,,,,,,,,,,,,0.55659,0.15207
,,,,,,,,,,,,0.5556,0.15187
,,,,,,,,,,,,0.55459,0.15173
,,,,,,,,,,,,0.55362,0.15144
,,,,,,,,,,,,0.55259,0.15116
,,,,,,,,,,,,0.5516,0.15078
,,,,,,,,,,,,0.55059,0.15069
,,,,,,,,,,,,0.54959,0.15038
,,,,,,,,,,,,0.5486,0.15016
,,,,,,,,,,,,0.5476,0.14996
,,,,,,,,,,,,0.54658,0.14962
,,,,,,,,,,,,0.54561,0.14939
,,,,,,,,,,,,0.54459,0.14926
,,,,,,,,,,,,0.54361,0.14898
,,,,,,,,,,,,0.54261,0.14871
,,,,,,,,,,,,0.54161,0.1485
,,,,,,,,,,,,0.54059,0.14834
,,,,,,,,,,,,0.53959,0.14793
,,,,,,,,,,,,0.53858,0.14778
,,,,,,,,,,,,0.53758,0.1476
,,,,,,,,,,,,0.5366,0.1473
,,,,,,,,,,,,0.53559,0.14707
,,,,,,,,,,,,0.53458,0.14685
,,,,,,,,,,,,0.53359,0.14664
,,,,,,,,,,,,0.53258,0.14619
,,,,,,,,,,,,0.53158,0.14613
,,,,,,,,,,,,0.5306,0.14598
,,,,,,,,,,,,0.5296,0.14566
,,,,,,,,,,,,0.5286,0.14545
,,,,,,,,,,,,0.52759,0.14526
,,,,,,,,,,,,0.5266,0.14497
,,,,,,,,,,,,0.52558,0.14467
,,,,,,,,,,,,0.52459,0.14459
,,,,,,,,,,,,0.52359,0.14437
,,,,,,,,,,,,0.52259,0.14406
,,,,,,,,,,,,0.52159,0.14386
,,,,,,,,,,,,0.52059,0.14369
,,,,,,,,,,,,0.51959,0.14327
,,,,,,,,,,,,0.51859,0.14314
,,,,,,,,,,,,0.5176,0.14292
,,,,,,,,,,,,0.51659,0.14277
,,,,,,,,,,,,0.5156,0.14243
,,,,,,,,,,,,0.51459,0.14224
,,,,,,,,,,,,0.5136,0.14209
,,,,,,,,,,,,0.51259,0.14167
,,,,,,,,,,,,0.51161,0.14158
,,,,,,,,,,,,0.51059,0.14138
,,,,,,,,,,,,0.50961,0.14119
,,,,,,,,,,,,0.5086,0.1409
,,,,,,,,,,,,0.50759,0.14072
,,,,,,,,,,,,0.5066,0.14052
,,,,,,,,,,,,0.50559,0.14005
,,,,,,,,,,,,0.50459,0.13999
,,,,,,,,,,,,0.50359,0.1398
,,,,,,,,,,,,0.5026,0.13953
,,,,,,,,,,,,0.5016,0.13928
,,,,,,,,,,,,0.50061,0.13915
,,,,,,,,,,,,0.49962,0.13897
,,,,,,,,,,,,0.49861,0.13855
,,,,,,,,,,,,0.4976,0.13851
,,,,,,,,,,,,0.49662,0.13832
,,,,,,,,,,,,0.49561,0.138
,,,,,,,,,,,,0.49461,0.13777
,,,,,,,,,,,,0.49359,0.13761
,,,,,,,,,,,,0.49259,0.13739
,,,,,,,,,,,,0.49159,0.13694
,,,,,,,,,,,,0.49061,0.1369
,,,,,,,,,,,,0.48961,0.13675
,,,,,,,,,,,,0.48858,0.13642
,,,,,,,,,,,,0.48757,0.13623
,,,,,,,,,,,,0.48657,0.13603
,,,,,,,,,,,,0.48559,0.13584
,,,,,,,,,,,,0.48456,0.13542
,,,,,,,,,,,,0.48358,0.1354
,,,,,,,,,,,,0.48255,0.13525
,,,,,,,,,,,,0.48157,0.13492
,,,,,,,,,,,,0.48058,0.13471
,,,,,,,,,,,,0.47958,0.13452
,,,,,,,,,,,,0.47857,0.13426
,,,,,,,,,,,,0.47757,0.13384
,,,,,,,,,,,,0.47659,0.13384
,,,,,,,,,,,,0.47559,0.1337
,,,,,,,,,,,,0.47459,0.13341
,,,,,,,,,,,,0.47359,0.13321
,,,,,,,,,,,,0.47256,0.13302
,,,,,,,,,,,,0.47161,0.13258
,,,,,,,,,,,,0.47061,0.13246
,,,,,,,,,,,,0.4696,0.13237
,,,,,,,,,,,,0.46861,0.13218
,,,,,,,,,,,,0.46761,0.13191
,,,,,,,,,,,,0.46661,0.13176
,,,,,,,,,,,,0.46561,0.13161
,,,,,,,,,,,,0.4646,0.13131
,,,,,,,,,,,,0.4636,0.13114
,,,,,,,,,,,,0.4626,0.13083
,,,,,,,,,,,,0.46161,0.13071
,,,,,,,,,,,,0.46061,0.13044
,,,,,,,,,,,,0.45959,0.13026
,,,,,,,,,,,,0.45859,0.13012
,,,,,,,,,,,,0.45758,0.12983
,,,,,,,,,,,,0.45659,0.12968
,,,,,,,,,,,,0.45558,0.12934
,,,,,,,,,,,,0.45459,0.12924
,,,,,,,,,,,,0.45359,0.12911
,,,,,,,,,,,,0.4526,0.12897
,,,,,,,,,,,,0.45159,0.12873
,,,,,,,,,,,,0.4506,0.12845
,,,,,,,,,,,,0.44958,0.1283
,,,,,,,,,,,,0.44857,0.12816
,,,,,,,,,,,,0.44758,0.1277
,,,,,,,,,,,,0.44659,0.12766
,,,,,,,,,,,,0.44558,0.12751
,,,,,,,,,,,,0.44458,0.1273
,,,,,,,,,,,,0.44357,0.12709
,,,,,,,,,,,,0.4426,0.12695
,,,,,,,,,,,,0.4416,0.12675
,,,,,,,,,,,,0.4406,0.12633
,,,,,,,,,,,,0.43956,0.12634
,,,,,,,,,,,,0.43858,0.12625
,,,,,,,,,,,,0.4376,0.12597
,,,,,,,,,,,,0.4366,0.12581
,,,,,,,,,,,,0.43559,0.12565
,,,,,,,,,,,,0.43459,0.1254
,,,,,,,,,,,,0.43361,0.12516
,,,,,,,,,,,,0.43261,0.1249
,,,,,,,,,,,,0.43159,0.12482
,,,,,,,,,,,,0.43057,0.12459
,,,,,,,,,,,,0.42957,0.12442
,,,,,,,,,,,,0.42859,0.12432
,,,,,,,,,,,,0.4276,0.12414
,,,,,,,,,,,,0.42659,0.12397
,,,,,,,,,,,,0.42561,0.12383
,,,,,,,,,,,,0.42461,0.12365
,,,,,,,,,,,,0.42359,0.12338
,,,,,,,,,,,,0.42259,0.12326
,,,,,,,,,,,,0.42161,0.12312
,,,,,,,,,,,,0.42058,0.12289
,,,,,,,,,,,,0.4196,0.12267
,,,,,,,,,,,,0.41859,0.12249
,,,,,,,,,,,,0.41761,0.12239
,,,,,,,,,,,,0.4166,0.12219
,,,,,,,,,,,,0.4156,0.12205
,,,,,,,,,,,,0.4146,0.12177
,,,,,,,,,,,,0.41361,0.12167
,,,,,,,,,,,,0.4126,0.12153
,,,,,,,,,,,,0.41159,0.12138
,,,,,,,,,,,,0.4106,0.12125
,,,,,,,,,,,,0.40959,0.12101
,,,,,,,,,,,,0.40862,0.12087
,,,,,,,,,,,,0.40761,0.12072
,,,,,,,,,,,,0.4066,0.1205
,,,,,,,,,,,,0.40559,0.12022
,,,,,,,,,,,,0.4046,0.12016
,,,,,,,,,,,,0.4036,0.12
,,,,,,,,,,,,0.4026,0.11978
,,,,,,,,,,,,0.40158,0.11968
,,,,,,,,,,,,0.40058,0.11954
,,,,,,,,,,,,0.39959,0.11931
,,,,,,,,,,,,0.39858,0.11918
,,,,,,,,,,,,0.39761,0.11906
,,,,,,,,,,,,0.3966,0.11874
,,,,,,,,,,,,0.39559,0.11867
,,,,,,,,,,,,0.3946,0.11852
,,,,,,,,,,,,0.39359,0.11836
,,,,,,,,,,,,0.39258,0.11812
,,,,,,,,,,,,0.3916,0.11795
,,,,,,,,,,,,0.39059,0.11781
,,,,,,,,,,,,0.38961,0.11764
,,,,,,,,,,,,0.38857,0.11725
,,,,,,,,,,,,0.38761,0.11722
,,,,,,,,,,,,0.38659,0.11711
,,,,,,,,,,,,0.38558,0.11686
,,,,,,,,,,,,0.38459,0.11676
,,,,,,,,,,,,0.38358,0.11662
,,,,,,,,,,,,0.38257,0.11638
,,,,,,,,,,,,0.38158,0.1162
,,,,,,,,,,,,0.38058,0.11608
,,,,,,,,,,,,0.37959,0.11582
,,,,,,,,,,,,0.37858,0.11559
,,,,,,,,,,,,0.37757,0.11546
,,,,,,,,,,,,0.37659,0.11534
,,,,,,,,,,,,0.37559,0.11513
,,,,,,,,,,,,0.37459,0.11496
,,,,,,,,,,,,0.3736,0.11482
,,,,,,,,,,,,0.37261,0.11468
,,,,,,,,,,,,0.37159,0.11445
,,,,,,,,,,,,0.37058,0.11414
,,,,,,,,,,,,0.36958,0.1142
,,,,,,,,,,,,0.36857,0.11395
,,,,,,,,,,,,0.36759,0.11377
,,,,,,,,,,,,0.36657,0.11362
,,,,,,,,,,,,0.36558,0.11351
,,,,,,,,,,,,0.36459,0.11324
,,,,,,,,,,,,0.36359,0.11307
,,,,,,,,,,,,0.36257,0.11288
,,,,,,,,,,,,0.36156,0.11247
,,,,,,,,,,,,0.36056,0.11247
,,,,,,,,,,,,0.35958,0.11235
,,,,,,,,,,,,0.35859,0.11226
,,,,,,,,,,,,0.35758,0.11203
,,,,,,,,,,,,0.35659,0.11188
,,,,,,,,,,,,0.35559,0.11174
,,,,,,,,,,,,0.35459,0.11148
,,,,,,,,,,,,0.35359,0.11129
,,,,,,,,,,,,0.3526,0.11111
,,,,,,,,,,,,0.35157,0.11094
,,,,,,,,,,,,0.35058,0.11072
,,,,,,,,,,,,0.34957,0.11064
,,,,,,,,,,,,0.34858,0.11046
,,,,,,,,,,,,0.34757,0.11022
,,,,,,,,,,,,0.34658,0.11007
,,,,,,,,,,,,0.34558,0.10993
,,,,,,,,,,,,0.34458,0.1095
,,,,,,,,,,,,0.34358,0.10952
,,,,,,,,,,,,0.34257,0.10941
,,,,,,,,,,,,0.34158,0.10921
,,,,,,,,,,,,0.34058,0.10895
,,,,,,,,,,,,0.33957,0.10881
,,,,,,,,,,,,0.33857,0.10869
,,,,,,,,,,,,0.33758,0.10834
,,,,,,,,,,,,0.33659,0.10815
,,,,,,,,,,,,0.33558,0.10809
,,,,,,,,,,,,0.33458,0.10789
,,,,,,,,,,,,0.33358,0.1077
,,,,,,,,,,,,0.33257,0.10753
,,,,,,,,,,,,0.33156,0.1074
,,,,,,,,,,,,0.33057,0.10711
,,,,,,,,,,,,0.32958,0.10696
,,,,,,,,,,,,0.32857,0.10684
,,,,,,,,,,,,0.32755,0.10642
,,,,,,,,,,,,0.32658,0.10638
,,,,,,,,,,,,0.32558,0.10627
,,,,,,,,,,,,0.32458,0.10613
,,,,,,,,,,,,0.32357,0.10584
,,,,,,,,,,,,0.32257,0.10569
,,,,,,,,,,,,0.32159,0.10554
,,,,,,,,,,,,0.32061,0.10532
,,,,,,,,,,,,0.31959,0.10492
,,,,,,,,,,,,0.31858,0.1049
,,,,,,,,,,,,0.31758,0.10477
,,,,,,,,,,,,0.31657,0.10451
,,,,,,,,,,,,0.31559,0.10437
,,,,,,,,,,,,0.31458,0.10425
,,,,,,,,,,,,0.3136,0.10396
,,,,,,,,,,,,0.31259,0.10378
,,,,,,,,,,,,0.31156,0.1034
,,,,,,,,,,,,0.31061,0.10338
,,,,,,,,,,,,0.30956,0.10313
,,,,,,,,,,,,0.30858,0.103
,,,,,,,,,,,,0.3076,0.10282
,,,,,,,,,,,,0.30657,0.10254
,,,,,,,,,,,,0.30558,0.10239
,,,,,,,,,,,,0.30457,0.10222
,,,,,,,,,,,,0.30358,0.10175
,,,,,,,,,,,,0.30259,0.10172
,,,,,,,,,,,,0.30158,0.10154
,,,,,,,,,,,,0.30056,0.10133
,,,,,,,,,,,,0.29957,0.10103
,,,,,,,,,,,,0.29858,0.10087
,,,,,,,,,,,,0.29758,0.10073
,,,,,,,,,,,,0.2966,0.10023
,,,,,,,,,,,,0.29559,0.10019
,,,,,,,,,,,,0.29459,0.10003
,,,,,,,,,,,,0.29359,0.09978
,,,,,,,,,,,,0.29259,0.09947
,,,,,,,,,,,,0.29159,0.09931
,,,,,,,,,,,,0.29059,0.09883
,,,,,,,,,,,,0.28958,0.09873
,,,,,,,,,,,,0.28858,0.09856
,,,,,,,,,,,,0.28757,0.09835
,,,,,,,,,,,,0.28658,0.09803
,,,,,,,,,,,,0.28557,0.09789
,,,,,,,,,,,,0.28459,0.0977
,,,,,,,,,,,,0.28359,0.09709
,,,,,,,,,,,,0.28259,0.09708
,,,,,,,,,,,,0.28158,0.09688
,,,,,,,,,,,,0.28058,0.0966
,,,,,,,,,,,,0.27957,0.0963
,,,,,,,,,,,,0.27858,0.09592
,,,,,,,,,,,,0.27757,0.09575
,,,,,,,,,,,,0.27656,0.09542
,,,,,,,,,,,,0.27559,0.09523
,,,,,,,,,,,,0.27458,0.09506
,,,,,,,,,,,,0.2736,0.09468
,,,,,,,,,,,,0.27259,0.09413
,,,,,,,,,,,,0.27159,0.09416
,,,,,,,,,,,,0.2706,0.09382
,,,,,,,,,,,,0.26961,0.0935
,,,,,,,,,,,,0.2686,0.0933
,,,,,,,,,,,,0.26682,0.0927
,,,,,,,,,,,,0.26509,0.09222
,,,,,,,,,,,,0.26408,0.09191
,,,,,,,,,,,,0.2631,0.09153
,,,,,,,,,,,,0.26208,0.09102
,,,,,,,,,,,,0.26107,0.09094
,,,,,,,,,,,,0.26008,0.09054
,,,,,,,,,,,,0.25908,0.09025
,,,,,,,,,,,,0.25809,0.08998
,,,,,,,,,,,,0.25707,0.08927
,,,,,,,,,,,,0.25608,0.08921
,,,,,,,,,,,,0.25507,0.08892
,,,,,,,,,,,,0.25409,0.08864
,,,,,,,,,,,,0.25309,0.08792
,,,,,,,,,,,,0.25208,0.08777
,,,,,,,,,,,,0.25108,0.08749
,,,,,,,,,,,,0.25008,0.08704
,,,,,,,,,,,,0.2491,0.08649
,,,,,,,,,,,,0.24806,0.08627
,,,,,,,,,,,,0.24705,0.08595
,,,,,,,,,,,,0.24606,0.08552
,,,,,,,,,,,,0.24509,0.08506
,,,,,,,,,,,,0.24408,0.08471
,,,,,,,,,,,,0.24311,0.08432
,,,,,,,,,,,,0.24207,0.08398
,,,,,,,,,,,,0.24106,0.08341
,,,,,,,,,,,,0.24009,0.08305
,,,,,,,,,,,,0.23908,0.08262
,,,,,,,,,,,,0.23809,0.08225
,,,,,,,,,,,,0.23706,0.08152
,,,,,,,,,,,,0.23607,0.0813
,,,,,,,,,,,,0.23509,0.08093
,,,,,,,,,,,,0.23408,0.08038
,,,,,,,,,,,,0.23308,0.07979
,,,,,,,,,,,,0.23209,0.07948
,,,,,,,,,,,,0.23107,0.079
,,,,,,,,,,,,0.23009,0.07832
,,,,,,,,,,,,0.2291,0.07798
,,,,,,,,,,,,0.22807,0.0776
,,,,,,,,,,,,0.22707,0.07676
,,,,,,,,,,,,0.22607,0.07645
,,,,,,,,,,,,0.22508,0.07607
,,,,,,,,,,,,0.22407,0.07527
,,,,,,,,,,,,0.22307,0.07491
,,,,,,,,,,,,0.22208,0.07439
,,,,,,,,,,,,0.22108,0.07361
,,,,,,,,,,,,0.22008,0.07339
,,,,,,,,,,,,0.21908,0.07286
,,,,,,,,,,,,0.21807,0.07204
,,,,,,,,,,,,0.21707,0.07187
,,,,,,,,,,,,0.21608,0.07131
,,,,,,,,,,,,0.21508,0.07049
,,,,,,,,,,,,0.21408,0.07028
,,,,,,,,,,,,0.21307,0.06976
,,,,,,,,,,,,0.21207,0.06892
,,,,,,,,,,,,0.21106,0.06877
,,,,,,,,,,,,0.21006,0.06826
,,,,,,,,,,,,0.20906,0.0674
,,,,,,,,,,,,0.20807,0.06725
,,,,,,,,,,,,0.20708,0.06685
,,,,,,,,,,,,0.20607,0.06598
,,,,,,,,,,,,0.20507,0.06572
,,,,,,,,,,,,0.20408,0.06533
,,,,,,,,,,,,0.20308,0.06476
,,,,,,,,,,,,0.20208,0.06429
,,,,,,,,,,,,0.20107,0.06402
,,,,,,,,,,,,0.20009,0.06368
,,,,,,,,,,,,0.1991,0.0629
,,,,,,,,,,,,0.1981,0.06268
,,,,,,,,,,,,0.19711,0.06233
,,,,,,,,,,,,0.19607,0.0618
,,,,,,,,,,,,0.19508,0.06126
,,,,,,,,,,,,0.19407,0.06105
,,,,,,,,,,,,0.19308,0.06068
,,,,,,,,,,,,0.1921,0.06003
,,,,,,,,,,,,0.1911,0.05979
,,,,,,,,,,,,0.19006,0.05951
,,,,,,,,,,,,0.18908,0.0591
,,,,,,,,,,,,0.18809,0.05876
,,,,,,,,,,,,0.18707,0.05807
,,,,,,,,,,,,0.18608,0.05799
,,,,,,,,,,,,0.18508,0.0576
,,,,,,,,,,,,0.18407,0.05726
,,,,,,,,,,,,0.1831,0.05668
,,,,,,,,,,,,0.18208,0.05641
,,,,,,,,,,,,0.18108,0.05609
,,,,,,,,,,,,0.18008,0.0558
,,,,,,,,,,,,0.17909,0.05508
,,,,,,,,,,,,0.17807,0.055
,,,,,,,,,,,,0.1771,0.05473
,,,,,,,,,,,,0.17606,0.05432
,,,,,,,,,,,,0.17507,0.054
,,,,,,,,,,,,0.17408,0.05332
,,,,,,,,,,,,0.17309,0.05324
,,,,,,,,,,,,0.1721,0.05284
,,,,,,,,,,,,0.17109,0.05253
,,,,,,,,,,,,0.17008,0.05187
,,,,,,,,,,,,0.16909,0.05173
,,,,,,,,,,,,0.16809,0.05141
,,,,,,,,,,,,0.16711,0.05112
,,,,,,,,,,,,0.16609,0.05044
,,,,,,,,,,,,0.16508,0.05022
,,,,,,,,,,,,0.1641,0.04995
,,,,,,,,,,,,0.16311,0.04962
,,,,,,,,,,,,0.16209,0.04893
,,,,,,,,,,,,0.16108,0.04882
,,,,,,,,,,,,0.16008,0.04854
,,,,,,,,,,,,0.15908,0.04819
,,,,,,,,,,,,0.1581,0.04785
,,,,,,,,,,,,0.15707,0.04716
,,,,,,,,,,,,0.15608,0.04703
,,,,,,,,,,,,0.15508,0.04667
,,,,,,,,,,,,0.15408,0.04639
,,,,,,,,,,,,0.15307,0.04571
,,,,,,,,,,,,0.15207,0.04554
,,,,,,,,,,,,0.15107,0.04528
,,,,,,,,,,,,0.15007,0.04496
,,,,,,,,,,,,0.14908,0.04431
,,,,,,,,,,,,0.14807,0.04412
,,,,,,,,,,,,0.14707,0.04385
,,,,,,,,,,,,0.14609,0.04346
,,,,,,,,,,,,0.14507,0.04312
,,,,,,,,,,,,0.14407,0.04247
,,,,,,,,,,,,0.14307,0.0424
,,,,,,,,,,,,0.14207,0.04205
,,,,,,,,,,,,0.14107,0.04168
,,,,,,,,,,,,0.14007,0.04115
,,,,,,,,,,,,0.13907,0.04085
,,,,,,,,,,,,0.13807,0.04058
,,,,,,,,,,,,0.13706,0.04025
,,,,,,,,,,,,0.13606,0.03976
,,,,,,,,,,,,0.13507,0.03942
,,,,,,,,,,,,0.13407,0.03921
,,,,,,,,,,,,0.13307,0.03888
,,,,,,,,,,,,0.13207,0.0384
,,,,,,,,,,,,0.13107,0.03792
,,,,,,,,,,,,0.13009,0.03778
,,,,,,,,,,,,0.12909,0.03742
,,,,,,,,,,,,0.12807,0.03708
,,,,,,,,,,,,0.12706,0.0365
,,,,,,,,,,,,0.12607,0.03632
,,,,,,,,,,,,0.12507,0.036
,,,,,,,,,,,,0.12407,0.03565
,,,,,,,,,,,,0.12306,0.03533
,,,,,,,,,,,,0.12208,0.03465
,,,,,,,,,,,,0.12108,0.03459
,,,,,,,,,,,,0.12008,0.03428
,,,,,,,,,,,,0.11907,0.03399
,,,,,,,,,,,,0.11807,0.03326
,,,,,,,,,,,,0.11707,0.03323
,,,,,,,,,,,,0.11608,0.03291
,,,,,,,,,,,,0.1151,0.03256
,,,,,,,,,,,,0.11407,0.03214
,,,,,,,,,,,,0.1131,0.03166
,,,,,,,,,,,,0.11208,0.03149
,,,,,,,,,,,,0.11106,0.03118
,,,,,,,,,,,,0.11009,0.03084
,,,,,,,,,,,,0.10907,0.0303
,,,,,,,,,,,,0.10808,0.03013
,,,,,,,,,,,,0.10708,0.02983
,,,,,,,,,,,,0.10607,0.02951
,,,,,,,,,,,,0.10509,0.02922
,,,,,,,,,,,,0.10409,0.02854
,,,,,,,,,,,,0.10308,0.0285
,,,,,,,,,,,,0.1021,0.02818
,,,,,,,,,,,,0.1011,0.02791
,,,,,,,,,,,,0.10009,0.02729
,,,,,,,,,,,,0.09907,0.02713
,,,,,,,,,,,,0.09809,0.02689
,,,,,,,,,,,,0.09708,0.02656
,,,,,,,,,,,,0.09608,0.02623
,,,,,,,,,,,,0.09506,0.02576
,,,,,,,,,,,,0.0941,0.02555
,,,,,,,,,,,,0.0931,0.02529
,,,,,,,,,,,,0.09207,0.02499
,,,,,,,,,,,,0.09109,0.02468
,,,,,,,,,,,,0.09008,0.02411
,,,,,,,,,,,,0.0891,0.02397
,,,,,,,,,,,,0.08808,0.02375
,,,,,,,,,,,,0.08708,0.02343
,,,,,,,,,,,,0.08608,0.02313
,,,,,,,,,,,,0.08508,0.02272
,,,,,,,,,,,,0.08409,0.02242
,,,,,,,,,,,,0.08308,0.0222
,,,,,,,,,,,,0.08209,0.02192
,,,,,,,,,,,,0.0811,0.02165
,,,,,,,,,,,,0.08007,0.02114
,,,,,,,,,,,,0.07909,0.02098
,,,,,,,,,,,,0.07809,0.02076
,,,,,,,,,,,,0.07708,0.02049
,,,,,,,,,,,,0.07608,0.02019
,,,,,,,,,,,,0.07507,0.01992
,,,,,,,,,,,,0.07408,0.01944
,,,,,,,,,,,,0.07307,0.01928
,,,,,,,,,,,,0.0721,0.01904
,,,,,,,,,,,,0.07108,0.01881
,,,,,,,,,,,,0.0701,0.01852
,,,,,,,,,,,,0.06909,0.01803
,,,,,,,,,,,,0.06808,0.01788
,,,,,,,,,,,,0.06709,0.0177
,,,,,,,,,,,,0.06608,0.01741
,,,,,,,,,,,,0.06508,0.01717
,,,,,,,,,,,,0.06408,0.01692
,,,,,,,,,,,,0.06309,0.01652
,,,,,,,,,,,,0.06206,0.01624
,,,,,,,,,,,,0.06107,0.01613
,,,,,,,,,,,,0.06007,0.01586
,,,,,,,,,,,,0.05908,0.01561
,,,,,,,,,,,,0.05807,0.01536
,,,,,,,,,,,,0.05708,0.01501
,,,,,,,,,,,,0.05608,0.01477
,,,,,,,,,,,,0.05507,0.01462
,,,,,,,,,,,,0.05408,0.01438
,,,,,,,,,,,,0.05308,0.01415
,,,,,,,,,,,,0.05209,0.01394
,,,,,,,,,,,,0.05108,0.01369
,,,,,,,,,,,,0.05009,0.01318
,,,,,,,,,,,,0.04908,0.01317
,,,,,,,,,,,,0.04807,0.01298
,,,,,,,,,,,,0.04707,0.01277
,,,,,,,,,,,,0.04608,0.01253
,,,,,,,,,,,,0.04508,0.01232
,,,,,,,,,,,,0.04408,0.01204
,,,,,,,,,,,,0.04309,0.01173
,,,,,,,,,,,,0.04207,0.01164
,,,,,,,,,,,,0.04108,0.01142
,,,,,,,,,,,,0.04008,0.01122
,,,,,,,,,,,,0.03908,0.01103
,,,,,,,,,,,,0.03809,0.01081
,,,,,,,,,,,,0.03707,0.01061
,,,,,,,,,,,,0.03607,0.01014
,,,,,,,,,,,,0.03509,0.01016
,,,,,,,,,,,,0.03409,0.01
,,,,,,,,,,,,0.03308,0.00982
,,,,,,,,,,,,0.03207,0.00962
,,,,,,,,,,,,0.03107,0.00941
,,,,,,,,,,,,0.0301,0.00924
,,,,,,,,,,,,0.0291,0.00903
,,,,,,,,,,,,0.02808,0.00856
,,,,,,,,,,,,0.02707,0.00868
,,,,,,,,,,,,0.02536,0.00853
,,,,,,,,,,,,0.02356,0.00802
,,,,,,,,,,,,0.02256,0.00787
,,,,,,,,,,,,0.02155,0.0077
,,,,,,,,,,,,0.02056,0.00729
,,,,,,,,,,,,0.01958,0.00736
,,,,,,,,,,,,0.01855,0.00719
,,,,,,,,,,,,0.01757,0.00703
,,,,,,,,,,,,0.01656,0.00686
,,,,,,,,,,,,0.01557,0.00673
,,,,,,,,,,,,0.01459,0.00653
,,,,,,,,,,,,0.01358,0.0064
,,,,,,,,,,,,0.01258,0.00625
,,,,,,,,,,,,0.01159,0.00587
,,,,,,,,,,,,0.01056,0.00591
,,,,,,,,,,,,0.00957,0.00577
,,,,,,,,,,,,0.00859,0.00565
,,,,,,,,,,,,0.00757,0.00548
,,,,,,,,,,,,0.00657,0.00537
,,,,,,,,,,,,0.00558,0.00522
,,,,,,,,,,,,0.00457,0.00508
,,,,,,,,,,,,0.00358,0.00494
,,,,,,,,,,,,0.00257,0.0048
,,,,,,,,,,,,0.00158,0.00471
,,,,,,,,,,,,5.61E-04,0.00427
,,,,,,,,,,,,-4.27E-04,0.00445
