Ar,sat,pCO2(atm),0.1,pCO2(atm),0.2,pCO2(atm),0.3,pCO2(atm),0.5,pCO2(atm),0.6,pCO2(atm),1
pH,9.3,pH,7.76,pH,7.41,pH,7.29,pH,7.08,pH,7,pH,6.81
E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2)
-1.08754,-0.09403,-0.98921,-0.53494,-0.9571,-0.74875,-0.96892,-1.14429,-0.93712,-1.1727,-0.94912,-1.4465,-0.46453,-0.00137
-1.09157,-0.09782,-0.99307,-0.54354,-0.96049,-0.76934,-0.97298,-1.17681,-0.94018,-1.21644,-0.95313,-1.5058,-0.46551,-0.00134
-1.09558,-0.10174,-0.99679,-0.55164,-0.96389,-0.79026,-0.977,-1.21185,-0.94312,-1.2572,-0.95718,-1.57231,-0.4665,-0.00136
-1.0996,-0.10576,-1.00054,-0.55959,-0.96721,-0.80917,-0.98102,-1.2433,-0.94607,-1.29782,-0.96119,-1.63817,-0.46751,-0.00136
-1.10363,-0.10992,-1.00432,-0.56743,-0.97056,-0.82811,-0.98504,-1.27101,-0.94903,-1.3406,-0.96523,-1.69809,-0.46851,-0.00135
-1.10767,-0.11434,-1.00803,-0.57466,-0.97393,-0.84744,-0.98908,-1.30232,-0.9521,-1.3851,-0.96925,-1.75977,-0.46951,-0.00137
-1.11169,-0.11895,-1.01186,-0.58176,-0.97725,-0.8642,-0.9931,-1.3286,-0.95538,-1.43171,-0.97324,-1.82665,-0.4705,-0.00135
-1.11569,-0.12351,-1.01573,-0.58911,-0.98062,-0.88215,-0.99709,-1.35314,-0.95857,-1.4759,-0.97729,-1.88162,-0.47151,-0.00136
-1.11971,-0.12839,-1.01961,-0.59612,-0.98397,-0.89797,-1.00113,-1.37683,-0.96156,-1.51751,-0.9813,-1.93831,-0.47253,-0.00136
-1.12376,-0.13327,-1.02352,-0.60314,-0.98752,-0.91499,-1.00515,-1.40113,-0.96452,-1.55936,-0.98609,-2.00965,-0.4735,-0.00136
-1.12775,-0.13832,-1.02748,-0.60994,-0.99123,-0.93106,-1.00918,-1.42109,-0.96757,-1.60126,-0.99088,-2.0795,-0.47452,-0.00138
-1.13176,-0.14364,-1.03138,-0.6165,-0.99479,-0.94622,-1.01321,-1.44061,-0.97096,-1.6466,-0.99489,-2.12939,-0.47552,-0.00135
-1.13576,-0.14908,-1.0352,-0.62334,-0.99822,-0.96055,-1.01725,-1.46115,-0.97441,-1.68952,-0.99888,-2.18141,-0.47653,-0.00136
-1.13979,-0.1547,-1.03909,-0.6295,-1.00167,-0.97311,-1.02126,-1.47975,-0.97745,-1.73007,-1.00293,-2.23094,-0.47753,-0.00137
-1.1438,-0.16044,-1.04298,-0.63604,-1.00529,-0.98594,-1.02527,-1.49484,-0.98033,-1.7661,-1.00694,-2.27222,-0.47852,-0.00135
-1.14782,-0.16642,-1.04681,-0.64234,-1.00874,-0.99811,-1.02927,-1.51064,-0.98349,-1.80362,-1.01096,-2.31732,-0.47951,-0.00137
-1.15185,-0.17256,-1.05065,-0.64878,-1.01224,-1.0104,-1.0333,-1.52692,-0.98685,-1.84262,-1.015,-2.36096,-0.48054,-0.00137
-1.15584,-0.17887,-1.05459,-0.65515,-1.01585,-1.0215,-1.03732,-1.53958,-0.99005,-1.87769,-1.01898,-2.39359,-0.48154,-0.00137
-1.15988,-0.18519,-1.05856,-0.6614,-1.01946,-1.03274,-1.04133,-1.55428,-0.99318,-1.91402,-1.02298,-2.42816,-0.48252,-0.00136
-1.16389,-0.19201,-1.06246,-0.66794,-1.02298,-1.04272,-1.04535,-1.56626,-0.99632,-1.94653,-1.02702,-2.46486,-0.48351,-0.00138
-1.16865,-0.20033,-1.06643,-0.67455,-1.02655,-1.05292,-1.04939,-1.57909,-0.99962,-1.97931,-1.03104,-2.49341,-0.48452,-0.00137
-1.17342,-0.2089,-1.0704,-0.68075,-1.03027,-1.06186,-1.05343,-1.59111,-1.00364,-2.016,-1.03506,-2.51957,-0.48552,-0.00138
-1.17746,-0.21648,-1.07431,-0.68731,-1.03385,-1.07156,-1.05742,-1.60179,-1.0074,-2.05644,-1.03908,-2.54912,-0.48654,-0.0014
-1.18146,-0.22425,-1.07807,-0.6933,-1.03726,-1.07953,-1.06143,-1.61385,-1.01041,-2.08063,-1.04312,-2.57271,-0.48754,-0.00137
-1.18546,-0.23213,-1.08189,-0.70014,-1.04082,-1.08853,-1.06545,-1.62403,-1.01351,-2.10588,-1.04713,-2.59209,-0.48853,-0.00139
-1.18947,-0.24029,-1.08583,-0.70641,-1.04447,-1.09634,-1.06947,-1.63419,-1.0168,-2.1312,-1.05113,-2.61472,-0.48953,-0.00139
-1.1935,-0.2489,-1.08962,-0.71277,-1.0482,-1.10474,-1.07348,-1.64358,-1.02011,-2.15464,-1.05514,-2.63365,-0.49054,-0.00139
-1.19754,-0.25744,-1.09343,-0.71922,-1.05202,-1.11411,-1.0775,-1.65437,-1.02329,-2.17709,-1.05917,-2.64935,-0.49153,-0.00141
-1.20019,-0.26334,-1.0973,-0.72614,-1.05579,-1.12199,-1.0815,-1.6632,-1.02643,-2.19674,-1.06319,-2.66615,-0.49251,-0.0014
-1.2009,-0.26527,-1.10104,-0.73215,-1.05886,-1.12632,-1.08552,-1.67184,-1.02958,-2.21705,-1.06722,-2.68406,-0.49353,-0.00142
-1.20074,-0.26526,-1.10487,-0.73872,-1.06215,-1.13503,-1.08954,-1.68276,-1.03279,-2.23183,-1.07122,-2.69644,-0.49453,-0.00139
-1.19874,-0.25726,-1.1087,-0.74584,-1.06559,-1.14157,-1.09352,-1.6941,-1.03618,-2.25214,-1.07525,-2.70836,-0.49552,-0.00141
-1.1947,-0.24517,-1.11242,-0.75248,-1.0689,-1.148,-1.09751,-1.703,-1.03958,-2.26993,-1.07926,-2.72276,-0.49652,-0.0014
-1.19067,-0.23394,-1.11614,-0.75879,-1.07253,-1.15408,-1.10154,-1.7113,-1.04308,-2.28456,-1.08325,-2.7329,-0.49751,-0.00141
-1.18667,-0.22346,-1.12001,-0.7656,-1.07613,-1.16166,-1.10556,-1.72072,-1.04636,-2.29904,-1.08725,-2.743,-0.49852,-0.00141
-1.18266,-0.21344,-1.12391,-0.77325,-1.0799,-1.16865,-1.10957,-1.72831,-1.04968,-2.31407,-1.09129,-2.75496,-0.49952,-0.00142
-1.17866,-0.20393,-1.12779,-0.78043,-1.08359,-1.17563,-1.11358,-1.73626,-1.05326,-2.3297,-1.09531,-2.76484,-0.50054,-0.00142
-1.17464,-0.19521,-1.13149,-0.78732,-1.08695,-1.18125,-1.11762,-1.74426,-1.05661,-2.33898,-1.09934,-2.77348,-0.50152,-0.00142
-1.17064,-0.18673,-1.13515,-0.79436,-1.09015,-1.18744,-1.12165,-1.7513,-1.05977,-2.35053,-1.10337,-2.78112,-0.5025,-0.00154
-1.16663,-0.17874,-1.13895,-0.80181,-1.09341,-1.19338,-1.12564,-1.75972,-1.06286,-2.36437,-1.10739,-2.7916,-0.50358,-0.00144
-1.16261,-0.17106,-1.14276,-0.80932,-1.09645,-1.19842,-1.12962,-1.76673,-1.06564,-2.37139,-1.11141,-2.79807,-0.5045,-0.00139
-1.15858,-0.16372,-1.14664,-0.81721,-1.09979,-1.20388,-1.13362,-1.7749,-1.06816,-2.37986,-1.11541,-2.80508,-0.50555,-0.00149
-1.15457,-0.15683,-1.15043,-0.82459,-1.10344,-1.21013,-1.13766,-1.78239,-1.07121,-2.38871,-1.11938,-2.81343,-0.50653,-0.00139
-1.15053,-0.15017,-1.15423,-0.83266,-1.10712,-1.21695,-1.14168,-1.78936,-1.07459,-2.40108,-1.1234,-2.82106,-0.50752,-0.00147
-1.14651,-0.14383,-1.15803,-0.84069,-1.11081,-1.22366,-1.1457,-1.79712,-1.07805,-2.41323,-1.12746,-2.82852,-0.50852,-0.00142
-1.1425,-0.13779,-1.16183,-0.84927,-1.11442,-1.22816,-1.14971,-1.80418,-1.0817,-2.42079,-1.13147,-2.83384,-0.50951,-0.00144
-1.13846,-0.13195,-1.16544,-0.85691,-1.11799,-1.23488,-1.15373,-1.81044,-1.08486,-2.42977,-1.13548,-2.84172,-0.51053,-0.00146
-1.13444,-0.1265,-1.16911,-0.86479,-1.12153,-1.24115,-1.15776,-1.81721,-1.08753,-2.43879,-1.13949,-2.84588,-0.51152,-0.00144
-1.13046,-0.12124,-1.17287,-0.87419,-1.12524,-1.24711,-1.16176,-1.8255,-1.09056,-2.44722,-1.1435,-2.85157,-0.5125,-0.00145
-1.12645,-0.11608,-1.17669,-0.88298,-1.12859,-1.25255,-1.16576,-1.83128,-1.09409,-2.45414,-1.14754,-2.85814,-0.51352,-0.00146
-1.12242,-0.11133,-1.18058,-0.89213,-1.13191,-1.25783,-1.16976,-1.84003,-1.09752,-2.46062,-1.15154,-2.86455,-0.51451,-0.00146
-1.1184,-0.10662,-1.18444,-0.90096,-1.13553,-1.26451,-1.17379,-1.84913,-1.10079,-2.46946,-1.15551,-2.86986,-0.51551,-0.00147
-1.11439,-0.10219,-1.18831,-0.91091,-1.13913,-1.27039,-1.17779,-1.85493,-1.10382,-2.47722,-1.15952,-2.87467,-0.51651,-0.00146
-1.11038,-0.09796,-1.19212,-0.92042,-1.14274,-1.27607,-1.1818,-1.86392,-1.10679,-2.48195,-1.16355,-2.88135,-0.51751,-0.00148
-1.10638,-0.09391,-1.19596,-0.93118,-1.14604,-1.28187,-1.18581,-1.87333,-1.10984,-2.48844,-1.16756,-2.8849,-0.5185,-0.0015
-1.10159,-0.08935,-1.19943,-0.94007,-1.14935,-1.28805,-1.18983,-1.88032,-1.11291,-2.49661,-1.17157,-2.88855,-0.51952,-0.00149
-1.09685,-0.08486,-1.20081,-0.94437,-1.15285,-1.2937,-1.19385,-1.88902,-1.11619,-2.50469,-1.17559,-2.89469,-0.52053,-0.00148
-1.09286,-0.08127,-1.19876,-0.9242,-1.15639,-1.2998,-1.19784,-1.89794,-1.11942,-2.51046,-1.17959,-2.89954,-0.52149,-0.0015
-1.08887,-0.07794,-1.19474,-0.89169,-1.15997,-1.30609,-1.20032,-1.90686,-1.12262,-2.51673,-1.18363,-2.90306,-0.5225,-0.00149
-1.08485,-0.07471,-1.19074,-0.86232,-1.16303,-1.31225,-1.20083,-1.91042,-1.12554,-2.52373,-1.18763,-2.90857,-0.5235,-0.0015
-1.08083,-0.07164,-1.18674,-0.83436,-1.16616,-1.31676,-1.2008,-1.91038,-1.12842,-2.52889,-1.19161,-2.91397,-0.52452,-0.00151
-1.07682,-0.06872,-1.18273,-0.80841,-1.16982,-1.32352,-1.19879,-1.87291,-1.13086,-2.52998,-1.19562,-2.91582,-0.52552,-0.00153
-1.07283,-0.06593,-1.17871,-0.78456,-1.17354,-1.33072,-1.19478,-1.81298,-1.13335,-2.53854,-1.19924,-2.92058,-0.52652,-0.00151
-1.06884,-0.0633,-1.17475,-0.76131,-1.17713,-1.33714,-1.19075,-1.75831,-1.13658,-2.54323,-1.20085,-2.9171,-0.52753,-0.00152
-1.0648,-0.06063,-1.17077,-0.73901,-1.18042,-1.3447,-1.18673,-1.70771,-1.13995,-2.55064,-1.19877,-2.8715,-0.52853,-0.00154
-1.06078,-0.05817,-1.16674,-0.71871,-1.18325,-1.34907,-1.18272,-1.65982,-1.14303,-2.55803,-1.1948,-2.7805,-0.52952,-0.00153
-1.0568,-0.05561,-1.16275,-0.69833,-1.18595,-1.35558,-1.1787,-1.61587,-1.14585,-2.56303,-1.19079,-2.69622,-0.53052,-0.00154
-1.05281,-0.05328,-1.15875,-0.67866,-1.1891,-1.36216,-1.1747,-1.57456,-1.14869,-2.56641,-1.18676,-2.61911,-0.53151,-0.00155
-1.04882,-0.05109,-1.15475,-0.66041,-1.19269,-1.36874,-1.17069,-1.53376,-1.15179,-2.57174,-1.18275,-2.54735,-0.53252,-0.00155
-1.04478,-0.04904,-1.15074,-0.64294,-1.19626,-1.3762,-1.16667,-1.49606,-1.15497,-2.58015,-1.17875,-2.47774,-0.53351,-0.00153
-1.04076,-0.04689,-1.14674,-0.62567,-1.19946,-1.38343,-1.16265,-1.46083,-1.15831,-2.58606,-1.17476,-2.41232,-0.53452,-0.00158
-1.03675,-0.04494,-1.14276,-0.60921,-1.20083,-1.38723,-1.15864,-1.42432,-1.16166,-2.59255,-1.17076,-2.35016,-0.53549,-0.00155
-1.03275,-0.04305,-1.13876,-0.59375,-1.2008,-1.38729,-1.15462,-1.39105,-1.16507,-2.59765,-1.16671,-2.28956,-0.53649,-0.00157
-1.02872,-0.04132,-1.13475,-0.57827,-1.19877,-1.36122,-1.15058,-1.35913,-1.16819,-2.60471,-1.16268,-2.23306,-0.5375,-0.00158
-1.0247,-0.03961,-1.13075,-0.56344,-1.19476,-1.3157,-1.14661,-1.32703,-1.17116,-2.61057,-1.15867,-2.17932,-0.53851,-0.00158
-1.02069,-0.03793,-1.12675,-0.54947,-1.19074,-1.27558,-1.14262,-1.29681,-1.17445,-2.61687,-1.15465,-2.12677,-0.53951,-0.0016
-1.01669,-0.03634,-1.12275,-0.53594,-1.18677,-1.23944,-1.1386,-1.26901,-1.17768,-2.62236,-1.15067,-2.0762,-0.54051,-0.00161
-1.01269,-0.03476,-1.11874,-0.52233,-1.18278,-1.20297,-1.13459,-1.24085,-1.18096,-2.62821,-1.14667,-2.02851,-0.54149,-0.0016
-1.00866,-0.03333,-1.11473,-0.5097,-1.17876,-1.16934,-1.13058,-1.21196,-1.18428,-2.63609,-1.14264,-1.97983,-0.5425,-0.00162
-1.00465,-0.03191,-1.11076,-0.49757,-1.17476,-1.13889,-1.12655,-1.18744,-1.1874,-2.64185,-1.13863,-1.93387,-0.54352,-0.00163
-1.00063,-0.03057,-1.10676,-0.48527,-1.17076,-1.10965,-1.12253,-1.16001,-1.19034,-2.64476,-1.13463,-1.8901,-0.5445,-0.00162
-0.99661,-0.0293,-1.10275,-0.47316,-1.16676,-1.0801,-1.11854,-1.13484,-1.19326,-2.64964,-1.13059,-1.84707,-0.54551,-0.00165
-0.9926,-0.02809,-1.09874,-0.46222,-1.16273,-1.05301,-1.11454,-1.11104,-1.19605,-2.65729,-1.12661,-1.80554,-0.54651,-0.00166
-0.98858,-0.02681,-1.09474,-0.45093,-1.15876,-1.02743,-1.11052,-1.08708,-1.19891,-2.66382,-1.12262,-1.7656,-0.5475,-0.00165
-0.98457,-0.02561,-1.09074,-0.44008,-1.15478,-1.00191,-1.10652,-1.0623,-1.20068,-2.6666,-1.11862,-1.72587,-0.54851,-0.00167
-0.98057,-0.02453,-1.08674,-0.42979,-1.15076,-0.97881,-1.10251,-1.03996,-1.2009,-2.66727,-1.11461,-1.68689,-0.54951,-0.00168
-0.97656,-0.02343,-1.08273,-0.4197,-1.14676,-0.95478,-1.09852,-1.01775,-1.20077,-2.66823,-1.1106,-1.6494,-0.5505,-0.00168
-0.97257,-0.02237,-1.07873,-0.40959,-1.14276,-0.93209,-1.09446,-0.9951,-1.19874,-2.61907,-1.10659,-1.6132,-0.55152,-0.00171
-0.96854,-0.02135,-1.07476,-0.39993,-1.13877,-0.91051,-1.09045,-0.97355,-1.19475,-2.5375,-1.10258,-1.57738,-0.55251,-0.00169
-0.96453,-0.0204,-1.07077,-0.39073,-1.13475,-0.88998,-1.08646,-0.95384,-1.19073,-2.46168,-1.0986,-1.5428,-0.55354,-0.00172
-0.96051,-0.01952,-1.06674,-0.38154,-1.13077,-0.86942,-1.08245,-0.93289,-1.18675,-2.38949,-1.0946,-1.50912,-0.55453,-0.00172
-0.95651,-0.01868,-1.06275,-0.37233,-1.12677,-0.849,-1.07842,-0.9123,-1.18277,-2.32859,-1.09058,-1.47559,-0.55551,-0.00174
-0.9525,-0.01784,-1.05875,-0.36392,-1.12278,-0.82992,-1.07441,-0.89395,-1.17874,-2.26544,-1.08659,-1.4424,-0.55652,-0.00175
-0.94847,-0.01706,-1.05475,-0.35523,-1.11876,-0.81165,-1.07042,-0.87433,-1.17475,-2.20922,-1.08259,-1.41108,-0.55752,-0.00176
-0.94447,-0.01622,-1.05074,-0.34673,-1.11478,-0.79341,-1.0664,-0.85482,-1.17076,-2.15104,-1.07856,-1.37955,-0.55851,-0.00176
-0.94048,-0.01543,-1.04673,-0.33865,-1.11077,-0.77564,-1.06237,-0.83681,-1.16673,-2.10345,-1.07456,-1.34842,-0.55951,-0.00179
-0.93649,-0.01467,-1.04274,-0.33067,-1.10676,-0.75819,-1.05836,-0.81863,-1.16275,-2.04852,-1.07058,-1.31887,-0.56051,-0.00179
-0.93248,-0.01394,-1.03877,-0.32251,-1.10274,-0.74215,-1.05437,-0.7992,-1.15877,-1.99952,-1.06658,-1.28986,-0.5615,-0.00181
-0.92844,-0.01322,-1.03478,-0.31474,-1.09877,-0.72549,-1.05034,-0.78152,-1.15474,-1.95288,-1.06256,-1.25918,-0.56252,-0.00183
-0.92443,-0.01261,-1.03077,-0.30724,-1.09478,-0.70978,-1.04632,-0.76395,-1.15075,-1.90605,-1.05855,-1.2301,-0.56351,-0.00185
-0.92043,-0.01202,-1.02676,-0.29942,-1.09078,-0.69341,-1.04231,-0.74557,-1.14674,-1.8626,-1.05455,-1.20269,-0.56453,-0.00186
-0.91641,-0.01158,-1.02277,-0.29187,-1.08677,-0.67885,-1.03831,-0.7284,-1.14273,-1.82011,-1.05053,-1.17307,-0.5655,-0.00185
-0.9124,-0.0111,-1.01877,-0.28471,-1.08277,-0.66399,-1.03429,-0.71167,-1.13872,-1.78008,-1.04651,-1.14487,-0.5665,-0.00189
-0.90838,-0.01062,-1.01474,-0.27724,-1.07876,-0.64916,-1.03026,-0.69343,-1.13475,-1.73832,-1.04254,-1.11823,-0.56751,-0.00188
-0.90438,-0.01023,-1.01074,-0.2699,-1.07476,-0.63476,-1.02626,-0.67657,-1.13076,-1.69907,-1.03854,-1.09007,-0.56853,-0.00191
-0.90039,-0.00984,-1.00675,-0.26257,-1.07076,-0.62083,-1.02227,-0.65903,-1.12674,-1.66252,-1.03452,-1.06189,-0.5695,-0.00192
-0.89563,-0.0093,-1.00276,-0.25544,-1.06677,-0.60735,-1.01825,-0.64168,-1.12274,-1.62508,-1.03052,-1.03527,-0.57052,-0.00194
-0.89082,-0.00873,-0.99877,-0.24797,-1.06278,-0.59329,-1.01421,-0.62321,-1.11874,-1.58987,-1.0265,-1.0074,-0.5715,-0.00194
-0.88682,-0.00837,-0.99475,-0.24054,-1.05879,-0.58,-1.0102,-0.60545,-1.11473,-1.55586,-1.02249,-0.97911,-0.57252,-0.00197
-0.8828,-0.00803,-0.99075,-0.23329,-1.05478,-0.56671,-1.0062,-0.58744,-1.11073,-1.52144,-1.01849,-0.95194,-0.5735,-0.00197
-0.87881,-0.00771,-0.98675,-0.22569,-1.05078,-0.55425,-1.00217,-0.56931,-1.10676,-1.48795,-1.01375,-0.91905,-0.57522,-0.0021
-0.8748,-0.00743,-0.98276,-0.21795,-1.04678,-0.54126,-0.99815,-0.5509,-1.10277,-1.45572,-1.009,-0.88156,-0.577,-0.00205
-0.87078,-0.00722,-0.97873,-0.21043,-1.04278,-0.52874,-0.99416,-0.53244,-1.09874,-1.42497,-1.00495,-0.85328,-0.578,-0.00207
-0.86676,-0.00694,-0.97474,-0.20265,-1.03875,-0.51612,-0.99017,-0.51385,-1.09474,-1.39356,-1.00094,-0.82446,-0.579,-0.00208
-0.86276,-0.00668,-0.97075,-0.19483,-1.03476,-0.504,-0.98615,-0.49471,-1.09075,-1.36402,-0.99692,-0.79512,-0.58,-0.00212
-0.85877,-0.0065,-0.96678,-0.18689,-1.0308,-0.49192,-0.98213,-0.47538,-1.08674,-1.33412,-0.99291,-0.76556,-0.581,-0.00213
-0.85475,-0.00632,-0.96278,-0.17892,-1.02681,-0.47961,-0.97812,-0.45607,-1.08272,-1.30466,-0.98889,-0.7365,-0.58198,-0.00215
-0.85071,-0.00614,-0.95875,-0.17066,-1.02279,-0.46754,-0.9741,-0.4357,-1.07876,-1.27657,-0.98491,-0.70628,-0.58299,-0.00218
-0.84672,-0.006,-0.95475,-0.16226,-1.01878,-0.45556,-0.97008,-0.41587,-1.07477,-1.24867,-0.98092,-0.67586,-0.58401,-0.00219
-0.84269,-0.00577,-0.95076,-0.15401,-1.01479,-0.44322,-0.96606,-0.39567,-1.07075,-1.22102,-0.97689,-0.64593,-0.58498,-0.00224
-0.83869,-0.00563,-0.94676,-0.14574,-1.0108,-0.43101,-0.96205,-0.37534,-1.06674,-1.19397,-0.9729,-0.61586,-0.58598,-0.00224
-0.83467,-0.00555,-0.94274,-0.13738,-1.00678,-0.41849,-0.95805,-0.355,-1.06275,-1.16768,-0.9689,-0.58554,-0.587,-0.00228
-0.83065,-0.00539,-0.93875,-0.12906,-1.00277,-0.40616,-0.95402,-0.33497,-1.05875,-1.14045,-0.9649,-0.55536,-0.58798,-0.0024
-0.82664,-0.00524,-0.93476,-0.12083,-0.99879,-0.39363,-0.95001,-0.31481,-1.05472,-1.11431,-0.96088,-0.52569,-0.589,-0.00228
-0.82265,-0.00511,-0.93078,-0.11271,-0.9948,-0.38135,-0.946,-0.29503,-1.05074,-1.08931,-0.95688,-0.49572,-0.59,-0.00234
-0.81864,-0.00497,-0.92676,-0.10475,-0.99079,-0.36839,-0.94199,-0.27556,-1.04677,-1.06409,-0.95291,-0.4659,-0.59099,-0.00238
-0.8146,-0.0048,-0.92275,-0.09702,-0.98679,-0.35524,-0.93796,-0.25636,-1.04278,-1.03832,-0.94889,-0.43705,-0.59201,-0.00239
-0.81059,-0.00466,-0.91876,-0.08967,-0.98279,-0.34194,-0.93395,-0.23759,-1.03876,-1.01373,-0.94487,-0.40854,-0.593,-0.00243
-0.80658,-0.0046,-0.914,-0.08115,-0.97879,-0.32857,-0.92995,-0.21927,-1.03477,-0.98845,-0.94087,-0.38036,-0.59401,-0.00245
-0.80256,-0.00452,-0.90925,-0.07304,-0.97479,-0.31463,-0.92594,-0.20162,-1.03076,-0.96292,-0.93687,-0.35325,-0.595,-0.00249
-0.79856,-0.00448,-0.90524,-0.06672,-0.97077,-0.30086,-0.9219,-0.18463,-1.02599,-0.93366,-0.93286,-0.3271,-0.59601,-0.00251
-0.79454,-0.00432,-0.90124,-0.06078,-0.96679,-0.28687,-0.91788,-0.16847,-1.02124,-0.90205,-0.92886,-0.30151,-0.597,-0.00254
-0.79055,-0.00425,-0.89726,-0.05533,-0.96281,-0.27309,-0.91388,-0.15315,-1.01729,-0.87654,-0.92487,-0.27693,-0.59802,-0.00258
-0.78655,-0.0042,-0.89327,-0.05016,-0.95883,-0.25854,-0.90986,-0.13872,-1.01329,-0.85143,-0.92088,-0.25438,-0.59901,-0.00259
-0.78258,-0.00411,-0.88925,-0.04549,-0.9548,-0.2444,-0.90582,-0.12534,-1.00927,-0.82663,-0.91684,-0.23175,-0.6,-0.00263
-0.77858,-0.00402,-0.88525,-0.04119,-0.95079,-0.23021,-0.9018,-0.11252,-1.00528,-0.80069,-0.91284,-0.21082,-0.60101,-0.00268
-0.77456,-0.00396,-0.88126,-0.03728,-0.9468,-0.21621,-0.8978,-0.10094,-1.00128,-0.77514,-0.90883,-0.1914,-0.60201,-0.0027
-0.77056,-0.00388,-0.87726,-0.03369,-0.9428,-0.20236,-0.8938,-0.0902,-0.99727,-0.74931,-0.90481,-0.17283,-0.60302,-0.00275
-0.76657,-0.00381,-0.87326,-0.03057,-0.93878,-0.18877,-0.88825,-0.07668,-0.99325,-0.72271,-0.90079,-0.15578,-0.60401,-0.00279
-0.76256,-0.00377,-0.86924,-0.02775,-0.93479,-0.17555,-0.88422,-0.06806,-0.98927,-0.69595,-0.89678,-0.14018,-0.60502,-0.0028
-0.75855,-0.00367,-0.86525,-0.02519,-0.93081,-0.16241,-0.88022,-0.06052,-0.98528,-0.66963,-0.89278,-0.12568,-0.60602,-0.00284
-0.75454,-0.00357,-0.86127,-0.02303,-0.92682,-0.14976,-0.87621,-0.05356,-0.98128,-0.64279,-0.88877,-0.11236,-0.60701,-0.00288
-0.75055,-0.00349,-0.85729,-0.02104,-0.92279,-0.13751,-0.87221,-0.04742,-0.97728,-0.61529,-0.88474,-0.10042,-0.60802,-0.00291
-0.74657,-0.00343,-0.85327,-0.01931,-0.91879,-0.1256,-0.86819,-0.04195,-0.97328,-0.58782,-0.87999,-0.08763,-0.60901,-0.00296
-0.74258,-0.00339,-0.84925,-0.01773,-0.91479,-0.11455,-0.86419,-0.03713,-0.96928,-0.56033,-0.87525,-0.07609,-0.61001,-0.00299
-0.73859,-0.00336,-0.84527,-0.01638,-0.91078,-0.10416,-0.8602,-0.03291,-0.96525,-0.53249,-0.87123,-0.06772,-0.611,-0.00303
-0.73457,-0.00328,-0.84126,-0.0152,-0.90601,-0.09244,-0.8562,-0.0293,-0.96126,-0.50472,-0.86722,-0.06024,-0.61199,-0.00308
-0.73058,-0.00326,-0.83726,-0.01419,-0.90127,-0.08167,-0.85219,-0.02616,-0.9573,-0.47787,-0.86321,-0.05352,-0.61301,-0.00311
-0.72657,-0.00327,-0.83325,-0.01328,-0.89729,-0.07346,-0.84818,-0.02342,-0.95331,-0.45046,-0.85923,-0.04767,-0.614,-0.00318
-0.72257,-0.0032,-0.82924,-0.01252,-0.8933,-0.0658,-0.84416,-0.02102,-0.94927,-0.42309,-0.85523,-0.04257,-0.61501,-0.00323
-0.71857,-0.00317,-0.82525,-0.01183,-0.88928,-0.05886,-0.84016,-0.01891,-0.94528,-0.39673,-0.85122,-0.03799,-0.61601,-0.00329
-0.71455,-0.00319,-0.82127,-0.01128,-0.88528,-0.0526,-0.83614,-0.01707,-0.94128,-0.37071,-0.8472,-0.034,-0.617,-0.00333
-0.71054,-0.00309,-0.81728,-0.01077,-0.88127,-0.04699,-0.83211,-0.01551,-0.93728,-0.34506,-0.84318,-0.03046,-0.61802,-0.00337
-0.70656,-0.00307,-0.81325,-0.01031,-0.87728,-0.04191,-0.82809,-0.01415,-0.93326,-0.3204,-0.83918,-0.02732,-0.61898,-0.00341
-0.70257,-0.00309,-0.80925,-0.00992,-0.87327,-0.03732,-0.82411,-0.01307,-0.92928,-0.29677,-0.83518,-0.02457,-0.61999,-0.00348
-0.69858,-0.00309,-0.80525,-0.00955,-0.86925,-0.03337,-0.82011,-0.01212,-0.9253,-0.27337,-0.83117,-0.02216,-0.62101,-0.00353
-0.69456,-0.003,-0.80049,-0.00912,-0.86526,-0.02986,-0.81611,-0.01136,-0.92129,-0.25124,-0.82717,-0.02008,-0.62201,-0.00359
-0.69057,-0.00295,-0.79571,-0.0087,-0.86128,-0.02672,-0.81207,-0.01061,-0.91727,-0.23054,-0.82318,-0.01829,-0.62302,-0.00377
-0.68656,-0.00287,-0.79169,-0.00849,-0.85729,-0.02397,-0.80807,-0.01003,-0.91327,-0.21056,-0.81917,-0.01674,-0.624,-0.00371
-0.68256,-0.00284,-0.78768,-0.00821,-0.85328,-0.02162,-0.80408,-0.00949,-0.90928,-0.19179,-0.81516,-0.01528,-0.625,-0.00378
-0.67856,-0.00278,-0.78371,-0.00798,-0.84927,-0.01957,-0.79931,-0.00882,-0.90526,-0.1744,-0.81115,-0.01398,-0.626,-0.00384
-0.67455,-0.00272,-0.77974,-0.00785,-0.84529,-0.01781,-0.79452,-0.00832,-0.90125,-0.1579,-0.80714,-0.01291,-0.62701,-0.00391
-0.67055,-0.00273,-0.77572,-0.00768,-0.84128,-0.01621,-0.79052,-0.00796,-0.89727,-0.14254,-0.80312,-0.01199,-0.628,-0.00398
-0.66658,-0.00266,-0.77171,-0.00752,-0.83729,-0.01493,-0.78653,-0.00764,-0.89328,-0.12845,-0.79909,-0.0112,-0.62899,-0.00404
