Index,Voltage,Concentration
3,-1.1021356296818818,2.2643282172309793e-05
3,-1.0927833381054473,2.5519986072292657e-05
3,-1.083430913876158,2.8678962819725527e-05
3,-1.0740784896468685,3.222897168067717e-05
3,-1.0647261980704341,3.632348447350978e-05
3,-1.0553737738411448,4.081976603543965e-05
3,-1.0460216149175652,4.613915240525323e-05
3,-1.0366694559939857,5.215172920949468e-05
3,-1.0273168991118413,5.843777533197242e-05
3,-1.0179634136597129,6.41670849603034e-05
3,-1.0086096629018744,7.005108284994613e-05
3,-0.9992555141854713,7.581292559512245e-05
3,-0.9899012328162133,8.181136013277403e-05
3,-0.9805469514469553,8.828439997842538e-05
3,-0.9711922721191326,9.444526442876333e-05
3,-0.9618375927913099,0.00010103606045007774
3,-0.9524826481577773,0.00010746239817579081
3,-0.9431278361770996,0.00011462905151814624
3,-0.9337727588907123,0.00012156730151359168
3,-0.9244178142571797,0.00012929951645199858
3,-0.9150626043179374,0.00013672909267758356
3,-0.9057076596844049,0.00014542566420424718
3,-0.8963523170923076,0.00015333702772259196
3,-0.8869972398059203,0.00016261818828187193
3,-0.8776418972138229,0.00017146484962760056
3,-0.8682868199274356,0.0001818432482655708
3,-0.8589314773353383,0.00019173578029048926
3,-0.849576134743241,0.0002021664801649014
3,-0.8402207921511438,0.00021316462498727995
3,-0.8308658475176113,0.0002267228324751887
3,-0.8215101069669493,0.00023698840809537486
3,-0.812155029680562,0.00025133280682860577
3,-0.8027996870884647,0.00026500566993559123
3,-0.7934443444963674,0.0002794223562939109
3,-0.78408926720998,0.00029633519066362405
3,-0.7747336593121729,0.0003106512603031769
3,-0.7653783167200756,0.0003275511318708167
3,-0.7560232394336882,0.00034737709753233275
3,-0.7466677641887361,0.0003652154320941473
3,-0.7373124215966389,0.00038508367241896457
3,-0.7279572116573966,0.00040721065770067086
3,-0.719026769424842,0.0004251393916168006
3,-0.6156919066765354,0.0007491495671527375
3,-0.6063365640844383,0.0007899043719376215
3,-0.5969813541451959,0.0008352924360485383
3,-0.587625613594534,0.0008731128777465051
3,-0.5782702710024367,0.0009206114634067313
3,-0.5689146631046297,0.000965086565373485
3,-0.5595593205125324,0.0010175886508005595
3,-0.5502037126147253,0.001066748758841247
3,-0.5408482373697732,0.001121527906311781
3,-0.5314927621248211,0.0011791200451007828
3,-0.5221372868798689,0.0012396696265281827
3,-0.5127818116349168,0.001303328519705708
3,-0.5055525184571735,0.0013529078694823873
4,-1.1392159495603127,1.0677703471277456e-08
4,-1.1298624641081843,1.172455833457309e-08
4,-1.1205089786560556,1.2874048105061318e-08
4,-1.1111556258567818,1.4177243868321709e-08
4,-1.1018017424460886,1.5432500729171743e-08
4,-1.092446930465411,1.6461692193433625e-08
4,-1.0830919858318784,1.7508728203156062e-08
4,-1.0737365105869263,1.8407827636188427e-08
4,-1.0643802394248447,1.90196358707038e-08
4,-1.0550235703041984,1.9481738861569463e-08
4,-1.0456641154735993,1.877734822778536e-08
4,-1.0388558403485115,1.77311123964782e-08
4,-0.9477839513842264,6.4478747030199825e-09
4,-0.9384197210508507,5.599296403082552e-09
4,-0.9290545621474905,4.7647925881080644e-09
4,-0.9196883420212911,3.961778320103286e-09
4,-0.910321856589382,3.275067449516202e-09
4,-0.9009544425874885,2.6530412383309376e-09
4,-0.8915866306270303,2.1305592342623552e-09
4,-0.8822190839722819,1.7209145976776108e-09
4,-0.8728510067061139,1.3740193154548783e-09
4,-0.8634834600513654,1.1098353237177058e-09
4,-0.8541161787023268,9.016548889464572e-10
4,-0.8447496932704177,7.453674433274958e-10
4,-0.8353842690613478,6.30615830983288e-10
4,-0.8260200387279719,5.47623072219105e-10
4,-0.8166568696174353,4.86701828360892e-10
4,-0.8072951596883027,4.46562992816769e-10
4,-0.7979349089405742,4.2300060974966306e-10
4,-0.7885755867628298,4.0888914631059596e-10
4,-0.7792178564193443,4.0922930874202705e-10
4,-0.7698601260758587,4.0956975416086627e-10
4,-0.7605033243023575,4.1830721021923477e-10
4,-0.7511481143631151,4.4234322666628466e-10
